日付,感染者数1日,感染者数累計,死者数1日,死者数累計,平均気温,月,火,水,木,金,土,日,平日か休日か金曜か,祝日か祝日でないか,平日か休日か,祝日か祝日でないか祝日前日か,平日か休日かlast,平日か休日か休日の前日かlast,ラグ変数,曜日,週の前半後半1,月,週の前半後半2,降水量の合計mm,平均湿度,緊急事態宣言,ワクチン接種者数,退院者数累計,退院者数,入院中,軽症・中等症,重症,宿泊療養,自宅療養,調整中,PCR検査陽性者数,抗原検査陽性者数,PCR検査陰性者数,抗原検査陰性者数,検査人数7日間移動平均,陽性率,救急医療_東京ルール適用件数,救急医療_東京ルール適用件数_7日間移動平均値,日照時間hour,平均風速m/s,平均現地気圧hPa,平均雲量10分比,人動増減率前日比平均,感染者数の増加前日比,冬ダミー,感受性人口S,感染性人口I,SI,長期休暇ダミー,ラグ平均気温,ラグ平均湿度,ラグ緊急事態宣言,ラグ冬ダミー,ラグワクチン接種者数,ラグ長期休暇ダミー,正月ダミー,ラグ正月ダミー,ラグ人動増減率前日比平均,PCR検査数,抗原検査数,PCRと抗原検査数,小売娯楽の移動基準比,食料品店薬局の移動基準比,公園の移動基準比,乗換駅の移動基準比,職場の移動基準比,住宅の移動基準比,ラグ小売娯楽の移動基準比,ラグ食料品店薬局の移動基準比,ラグ公園の移動基準比,ラグ乗換駅の移動基準比,ラグ職場の移動基準比,ラグ住宅の移動基準比,人の動き平均,ラグ人の動き平均,ラグ日照時間,四季ダミー,ラグ四季ダミー,Sワクチン接種者抜き,Rワクチン接種者抜き,SIワクチン抜き,ラグSI,ラグSIワクチン抜き,アルファベータガンマ変異株陽性者数,デルタカッパ変異株陽性者数,変異株陽性者数,ラグアルファベータガンマ変異株陽性者数,ラグデルタカッパ変異株陽性者数,ラグ変異株陽性者数,ラグ変数従来株,自殺者数,実質GDP,ラグ実質GDP
2020/1/16,0,0,0,0,6.7,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,木,週の後半,1月,週の後半,0,49,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,2.2,1018.1,6.8,0,0,冬である,13951636,0,0,_なし,10.6,47,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,冬,冬,13951636,0,0,0,0,0,0,0,0,0,0,0,168,550551.5,550551.5
2020/1/17,0,0,0,0,7.3,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,0,金,週の後半,1月,週の後半,0,59,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,2.5,1016,10,0,0,冬である,13951636,0,0,_なし,8.4,59,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,冬,冬,13951636,0,0,0,0,0,0,0,0,0,0,0,168,550551.5,550551.5
2020/1/18,0,0,0,0,3.8,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,0,土,週の後半,1月,週の後半,8.5,84,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,1010.5,10,0,0,冬である,13951636,0,0,_なし,7,68,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,冬,冬,13951636,0,0,0,0,0,0,0,0,0,0,0,168,550551.5,550551.5
2020/1/19,0,0,0,0,6.5,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,0,日,_週の前半,1月,週の後半,0,64,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.4,1011.3,5.3,0,0,冬である,13951636,0,0,_なし,6.7,72,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,冬,冬,13951636,0,0,0,0,0,0,0,0,0,0,0,168,550551.5,550551.5
2020/1/20,0,0,0,0,7.5,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,月,_週の前半,1月,_週の前半,0,62,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,2,1009.1,2.3,0,0,冬である,13951636,0,0,_なし,8.5,68,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,冬,冬,13951636,0,0,0,0,0,0,0,0,0,0,0,168,550551.5,550551.5
2020/1/21,0,0,0,0,7.4,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,火,_週の前半,1月,_週の前半,0,46,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,3.8,1017.2,0,0,0,冬である,13951636,0,0,_なし,8.4,71,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,冬,冬,13951636,0,0,0,0,0,0,0,0,0,0,0,168,550551.5,550551.5
2020/1/22,0,0,0,0,4.9,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,水,_週の前半,1月,_週の前半,0,55,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.9,1025.1,7.5,0,0,冬である,13951636,0,0,_なし,6.8,87,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,冬,冬,13951636,0,0,0,0,0,0,0,0,0,0,0,168,550551.5,550551.5
2020/1/23,0,0,0,0,6.1,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,木,週の後半,1月,週の後半,2.5,84,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1018.2,9.8,0,0,冬である,13951636,0,0,_なし,6.7,49,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,冬,冬,13951636,0,0,0,0,0,0,0,0,0,0,0,168,550551.5,550551.5
2020/1/24,1,1,0,0,9.9,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,0,金,週の後半,1月,週の後半,0,73,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,1019,8.8,0,1,冬である,13951636,0,0,_なし,7.3,59,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,冬,冬,13951636,0,0,0,0,0,0,0,0,0,0,0,168,550551.5,550551.5
2020/1/25,1,2,0,0,7.8,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,1,土,週の後半,1月,週の後半,0,47,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.6,1024.6,9.8,0,0,冬である,13951635,1,13951635,_なし,3.8,84,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,冬,冬,13951635,0,13951635,0,0,0,0,0,0,0,0,1,168,550551.5,550551.5
2020/1/26,0,2,0,0,5,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,1,日,_週の前半,1月,週の後半,6,78,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1023.7,10,0,-1,冬である,13951634,2,27903268,_なし,6.5,64,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,冬,冬,13951634,0,27903268,0,0,0,0,0,0,0,0,1,168,550551.5,550551.5
2020/1/27,0,2,0,0,5.1,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,月,_週の前半,1月,_週の前半,5,72,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1022.7,10,0,0,冬である,13951634,2,27903268,_なし,7.5,62,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,冬,冬,13951634,0,27903268,0,0,0,0,0,0,0,0,0,168,550551.5,550551.5
2020/1/28,0,2,0,0,4.4,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,火,_週の前半,1月,_週の前半,55.5,98,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,1014.5,10,0,0,冬である,13951634,2,27903268,_なし,7.4,46,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,冬,冬,13951634,0,27903268,0,0,0,0,0,0,0,0,0,168,550551.5,550551.5
2020/1/29,0,2,0,0,11.8,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,水,_週の前半,1月,_週の前半,28,83,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,2.5,998.9,7.8,0,0,冬である,13951634,2,27903268,_なし,4.9,55,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,冬,冬,13951634,0,27903268,0,0,0,0,0,0,0,0,0,168,550551.5,550551.5
2020/1/30,1,3,0,0,11.7,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,木,週の後半,1月,週の後半,0,61,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,2.1,995.7,1.8,0,1,冬である,13951634,2,27903268,_なし,6.1,84,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,冬,冬,13951634,0,27903268,0,0,0,0,0,0,0,0,0,168,550551.5,550551.5
2020/1/31,0,3,0,0,8.1,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,1,金,週の後半,1月,週の後半,0,44,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,4.8,1001.6,3,0,-1,冬である,13951633,3,41854899,_なし,9.9,73,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,冬,冬,13951633,0,41854899,0,0,0,0,0,0,0,0,1,168,550551.5,550551.5
2020/2/1,0,3,0,0,7.9,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,0,土,週の後半,2月,週の後半,0,40,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,3.6,1011.6,0,0,0,冬である,13951633,3,41854899,_なし,7.8,47,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,冬,冬,13951633,0,41854899,13951635,13951635,0,0,0,0,0,0,0,157,554135.1,550551.5
2020/2/2,0,3,0,0,8.7,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,0,日,_週の前半,2月,週の後半,0,40,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,2.9,1018.3,5,0,0,冬である,13951633,3,41854899,_なし,5,78,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,冬,冬,13951633,0,41854899,27903268,27903268,0,0,0,0,0,0,0,157,554135.1,550551.5
2020/2/3,0,3,0,0,9.3,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,月,_週の前半,2月,_週の前半,0,52,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,2.4,1014.3,9.5,0,0,冬である,13951633,3,41854899,_なし,5.1,72,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,冬,冬,13951633,0,41854899,27903268,27903268,0,0,0,0,0,0,0,157,554135.1,550551.5
2020/2/4,0,3,0,0,7.9,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,火,_週の前半,2月,_週の前半,0,54,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,2.4,1016.4,6.3,0,0,冬である,13951633,3,41854899,_なし,4.4,98,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,冬,冬,13951633,0,41854899,27903268,27903268,0,0,0,0,0,0,0,157,554135.1,550551.5
2020/2/5,0,3,0,0,7.6,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,水,_週の前半,2月,_週の前半,0,49,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,3,1009.5,2.3,0,0,冬である,13951633,3,41854899,_なし,11.8,83,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,冬,冬,13951633,0,41854899,27903268,27903268,0,0,0,0,0,0,0,157,554135.1,550551.5
2020/2/6,0,3,0,0,2.9,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,木,週の後半,2月,週の後半,0,34,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,4.9,1019.7,2.5,0,0,冬である,13951633,3,41854899,_なし,11.7,61,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,冬,冬,13951633,0,41854899,27903268,27903268,0,0,0,0,0,0,0,157,554135.1,550551.5
2020/2/7,0,3,0,0,2.4,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,0,金,週の後半,2月,週の後半,0,48,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,2,1022.8,7.3,0,0,冬である,13951633,3,41854899,_なし,8.1,44,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,冬,冬,13951633,0,41854899,41854899,41854899,0,0,0,0,0,0,0,157,554135.1,550551.5
2020/2/8,0,3,0,0,6.2,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,0,土,週の後半,2月,週の後半,0,45,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,2.4,1010.6,5,0,0,冬である,13951633,3,41854899,_なし,7.9,40,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,冬,冬,13951633,0,41854899,41854899,41854899,0,0,0,0,0,0,0,157,554135.1,554135.1
2020/2/9,0,3,0,0,3.9,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,0,日,_週の前半,2月,週の後半,0,37,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,4,1013.1,0,0,0,冬である,13951633,3,41854899,_なし,8.7,40,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,冬,冬,13951633,0,41854899,41854899,41854899,0,0,0,0,0,0,0,157,554135.1,554135.1
2020/2/10,0,3,0,0,4.6,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,祝日前日,_平日,休日前日,0,月,_週の前半,2月,_週の前半,0,46,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,2.2,1011.8,2.8,0,0,冬である,13951633,3,41854899,_なし,9.3,52,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,冬,冬,13951633,0,41854899,41854899,41854899,0,0,0,0,0,0,0,157,554135.1,554135.1
2020/2/11,0,3,0,0,6.3,0,1,0,0,0,0,0,_平日(金曜除く),祝日である,_平日,祝日である,休日,休日,0,火,_週の前半,2月,_週の前半,0,46,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,2.6,1022.7,0.3,0,0,冬である,13951633,3,41854899,_なし,7.9,54,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,冬,冬,13951633,0,41854899,41854899,41854899,0,0,0,0,0,0,0,157,554135.1,554135.1
2020/2/12,0,3,0,0,8.7,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,水,_週の前半,2月,_週の前半,0,51,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,2,1022.1,7.5,0,0,冬である,13951633,3,41854899,_なし,7.6,49,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,冬,冬,13951633,0,41854899,41854899,41854899,0,0,0,0,0,0,0,157,554135.1,554135.1
2020/2/13,1,4,0,0,11.7,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,木,週の後半,2月,週の後半,0,61,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,1.7,1011.8,5,0,1,冬である,13951633,3,41854899,_なし,2.9,34,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,冬,冬,13951633,0,41854899,41854899,41854899,0,0,0,0,0,0,0,157,554135.1,554135.1
2020/2/14,2,6,0,0,12,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,1,金,週の後半,2月,週の後半,0,75,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,1.7,1015.4,7.5,0,1,冬である,13951632,4,55806528,_なし,2.4,48,_なし,冬である,0,_なし,_なし,_なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,冬,冬,13951632,0,55806528,41854899,41854899,0,0,0,0,0,0,1,157,554135.1,554135.1
2020/2/15,8,14,0,0,12.4,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,2,土,週の後半,2月,週の後半,0,66,_なし,0,0,0,0,0,0,0,0,0,8,0,122,0,0,0,0,0,2.4,1.7,1017,7.3,0,6,冬である,13951630,6,83709780,_なし,6.2,45,_なし,冬である,0,_なし,_なし,_なし,0,130,0,130,-2,5,9,1,4,1,0,0,0,0,0,0,3,0,9.2,冬,冬,13951630,0,83709780,41854899,41854899,0,0,0,0,0,0,2,157,554135.1,554135.1
2020/2/16,5,19,0,0,9.3,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,8,日,_週の前半,2月,週の後半,8.5,91,_なし,0,0,0,0,0,0,0,0,0,5,0,69,0,0,0,0,0,0,1.8,1006,10,0,-3,冬である,13951622,14,195322708,_なし,3.9,37,_なし,冬である,0,_なし,_なし,_なし,0,74,0,74,-13,-9,-37,-9,-1,3,0,0,0,0,0,0,-11,0,9.7,冬,冬,13951622,0,195322708,41854899,41854899,0,0,0,0,0,0,8,157,554135.1,554135.1
2020/2/17,0,19,0,0,10.3,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,5,月,_週の前半,2月,_週の前半,0,86,_なし,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3.5,2.3,997.7,7.3,0,-5,冬である,13951617,19,265080723,_なし,4.6,46,_なし,冬である,0,_なし,_なし,_なし,0,7,0,7,-4,3,-2,-1,1,0,0,0,0,0,0,0,-0.5,0,7.3,冬,冬,13951617,0,265080723,41854899,41854899,0,0,0,0,0,0,5,157,554135.1,554135.1
2020/2/18,3,22,0,0,7.6,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,火,_週の前半,2月,_週の前半,0,44,_なし,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,9.2,2.7,1008.2,2.8,0,3,冬である,13951617,19,265080723,_なし,6.3,46,_なし,冬である,0,_なし,_なし,_なし,0,24,0,24,-2,3,3,-3,0,1,0,0,0,0,0,0,0.333333333,0,9.7,冬,冬,13951617,0,265080723,41854899,41854899,0,0,0,0,0,0,0,157,554135.1,554135.1
2020/2/19,3,25,0,0,8.1,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,3,水,_週の前半,2月,_週の前半,0,44,_なし,0,0,0,0,0,0,0,0,0,3,0,77,0,0,0,0,0,9.5,2.7,1021.7,4,0,0,冬である,13951614,22,306935508,_なし,8.7,51,_なし,冬である,0,_なし,_なし,_なし,0,80,0,80,-4,2,8,-5,-1,1,0,0,0,0,0,0,0.166666667,0,8.8,冬,冬,13951614,0,306935508,41854899,41854899,0,0,0,0,0,0,3,157,554135.1,554135.1
2020/2/20,0,25,0,0,9,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,3,木,週の後半,2月,週の後半,0,58,_なし,0,0,0,0,0,0,0,0,0,2,0,58,0,0,0,0,0,4.6,2.2,1025.7,7.8,0,-3,冬である,13951611,25,348790275,_なし,11.7,61,_なし,冬である,0,_なし,_なし,_なし,0,60,0,60,-4,2,-1,-5,-1,1,0,0,0,0,0,0,-1.333333333,0,5.7,冬,冬,13951611,0,348790275,41854899,41854899,0,0,0,0,0,0,3,157,554135.1,554135.1
2020/2/21,3,28,0,0,10,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,0,金,週の後半,2月,週の後半,0,64,_なし,0,0,0,0,0,0,0,0,0,2,0,33,0,58.6,0.056,0,0,9.1,2.8,1030.5,2.8,0,3,冬である,13951611,25,348790275,_なし,12,75,_なし,冬である,0,_なし,_なし,_なし,0,35,0,35,-4,2,0,-5,-2,2,0,0,0,0,0,0,-1.166666667,0,3.1,冬,冬,13951611,0,348790275,55806528,55806528,0,0,0,0,0,0,0,157,554135.1,554135.1
2020/2/22,1,29,0,0,12.5,0,0,0,0,0,1,0,休日,_祝日でない,休日,祝日前日,休日,休日,3,土,週の後半,2月,週の後半,2.5,77,_なし,0,0,0,0,0,0,0,0,0,1,0,33,0,44.9,0.051,0,0,4.1,4.1,1016.7,6.8,0,-2,冬である,13951608,28,390645024,_なし,12.4,66,_なし,冬である,0,_なし,_なし,_なし,0,34,0,34,-9,0,-7,-5,-1,2,0,0,0,0,0,0,-3.333333333,0,2.4,冬,冬,13951608,0,390645024,83709780,83709780,0,0,0,0,0,0,3,157,554135.1,554135.1
2020/2/23,0,29,0,0,10.4,0,0,0,0,0,0,1,休日,祝日である,休日,祝日である,休日,休日,1,日,_週の前半,2月,週の後半,0,35,_なし,0,0,0,0,0,0,0,0,0,1,0,6,0,35.3,0.049,0,0,9.7,3.3,1012.9,1.8,0,-1,冬である,13951607,29,404596603,_なし,9.3,91,_なし,冬である,0,_なし,_なし,_なし,0,7,0,7,-3,3,14,-5,-1,0,-2,5,9,1,4,1,1.333333333,3,0,冬,冬,13951607,0,404596603,195322708,195322708,0,0,0,0,0,0,1,157,554135.1,554135.1
2020/2/24,3,32,0,0,9.8,1,0,0,0,0,0,0,_平日(金曜除く),祝日である,_平日,祝日である,休日,休日,0,月,_週の前半,2月,_週の前半,0,50,_なし,0,0,0,0,0,0,0,0,0,1,0,13,0,36.3,0.039,0,0,9.5,2.5,1018.3,3.3,0,3,冬である,13951607,29,404596603,_なし,10.3,86,_なし,冬である,0,_なし,_なし,_なし,0,14,0,14,-5,-1,31,-40,-66,19,-13,-9,-37,-9,-1,3,-10.33333333,-11,3.5,冬,冬,13951607,0,404596603,265080723,265080723,0,0,0,0,0,0,0,157,554135.1,554135.1
2020/2/25,0,32,0,0,10.5,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,3,火,_週の前半,2月,_週の前半,0,60,_なし,0,0,0,0,0,0,0,0,0,0,0,44,0,39.1,0.036,0,0,3.6,2.1,1016.2,10,0,-3,冬である,13951604,32,446451328,_なし,7.6,44,_なし,冬である,0,_なし,_なし,_なし,0,44,0,44,-6,5,-5,-5,-1,1,-4,3,-2,-1,1,0,-1.833333333,-0.5,9.2,冬,冬,13951604,0,446451328,265080723,265080723,0,0,0,0,0,0,3,157,554135.1,554135.1
2020/2/26,3,35,1,1,8.1,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,0,水,_週の前半,2月,_週の前半,3,88,_なし,0,0,0,0,0,0,0,0,0,3,0,48,0,35,0.041,0,0,0,2.2,1011.6,10,0,3,冬である,13951604,31,432499724,_なし,8.1,44,_なし,冬である,0,_なし,_なし,_なし,0,51,0,51,-11,1,-15,-8,-1,2,-2,3,3,-3,0,1,-5.333333333,0.333333333,9.5,冬,冬,13951604,0,432499724,306935508,306935508,0,0,0,0,0,0,0,157,554135.1,554135.1
2020/2/27,1,36,0,1,7,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,3,木,週の後半,2月,週の後半,0,49,_なし,0,0,0,0,0,0,0,0,0,1,0,67,0,36.1,0.036,0,0,10.6,4.2,1014.9,0.8,0,-2,冬である,13951601,34,474354434,_なし,9,58,_なし,冬である,0,_なし,_なし,_なし,0,68,0,68,-8,5,-9,-10,-2,3,-4,2,8,-5,-1,1,-3.5,0.166666667,4.6,冬,冬,13951601,0,474354434,348790275,348790275,0,0,0,0,0,0,3,157,554135.1,554135.1
2020/2/28,0,36,0,1,7,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,1,金,週の後半,2月,週の後半,0,48,_なし,0,15,15,21,16,5,0,0,0,0,0,64,0,40.3,0.025,0,0,9,2.7,1019.7,6,0,-1,冬である,13951600,20,279032000,_なし,10,64,_なし,冬である,0,_なし,_なし,_なし,0,64,0,64,-9,15,-6,-12,-1,4,-4,2,-1,-5,-1,1,-1.5,-1.333333333,9.1,冬,冬,13951600,15,279032000,348790275,348790275,0,0,0,0,0,0,1,157,554135.1,554135.1
2020/2/29,1,37,0,1,9.4,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,0,土,週の後半,2月,週の後半,1,64,_なし,0,15,0,21,16,5,0,0,0,1,0,55,0,43.4,0.023,0,0,6,2.2,1015,8,0,1,冬である,13951600,20,279032000,_なし,12.5,77,_なし,冬である,0,_なし,_なし,_なし,0,56,0,56,-13,11,-8,-19,1,5,-4,2,0,-5,-2,2,-3.833333333,-1.166666667,4.1,冬,冬,13951600,15,279032000,390645024,390645024,0,0,0,0,0,0,0,157,554135.1,554135.1
2020/3/1,2,39,0,1,12,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,1,日,_週の前半,3月,週の後半,0.5,65,_なし,0,15,0,23,18,5,0,0,0,2,0,12,0,44.4,0.026,47,0,9.5,2.4,1012.7,7.3,0,1,_冬でない,13951599,21,292983579,_なし,10.4,35,_なし,冬である,0,_なし,_なし,_なし,0,14,0,14,-15,10,12,-25,-1,4,-9,0,-7,-5,-1,2,-2.5,-3.333333333,9.7,春,冬,13951599,15,292983579,404596603,404596603,0,0,0,0,0,0,1,178,532332.8,554135.1
