日付,感染者数1日,感染者数累計,死者数1日,死者数累計,平均気温,月,火,水,木,金,土,日,平日か休日か金曜か,祝日か祝日でないか,平日か休日か,祝日か祝日でないか祝日前日か,平日か休日かlast,平日か休日か休日の前日かlast,ラグ変数,曜日,週の前半後半1,月,週の前半後半2,降水量の合計mm,平均湿度,緊急事態宣言,ワクチン接種者数,退院者数累計,退院者数,入院中,軽症・中等症,重症,宿泊療養,自宅療養,調整中,PCR検査陽性者数,抗原検査陽性者数,PCR検査陰性者数,抗原検査陰性者数,検査人数7日間移動平均,陽性率,救急医療_東京ルール適用件数,救急医療_東京ルール適用件数_7日間移動平均値,日照時間hour,平均風速m/s,平均現地気圧hPa,平均雲量10分比,人動増減率前日比平均,感染者数の増加前日比,冬ダミー,感受性人口S,感染性人口I,SI,長期休暇ダミー,ラグ平均気温,ラグ平均湿度,ラグ緊急事態宣言,ラグ冬ダミー,ラグワクチン接種者数,ラグ長期休暇ダミー,正月ダミー,ラグ正月ダミー,ラグ人動増減率前日比平均,PCR検査数,抗原検査数,PCRと抗原検査数,小売娯楽の移動基準比,食料品店薬局の移動基準比,公園の移動基準比,乗換駅の移動基準比,職場の移動基準比,住宅の移動基準比,ラグ小売娯楽の移動基準比,ラグ食料品店薬局の移動基準比,ラグ公園の移動基準比,ラグ乗換駅の移動基準比,ラグ職場の移動基準比,ラグ住宅の移動基準比,人の動き平均,ラグ人の動き平均,ラグ日照時間,四季ダミー,ラグ四季ダミー,Sワクチン接種者抜き,Rワクチン接種者抜き,SIワクチン抜き,ラグSI,ラグSIワクチン抜き,アルファベータガンマ変異株陽性者数,デルタカッパ変異株陽性者数,変異株陽性者数,ラグアルファベータガンマ変異株陽性者数,ラグデルタカッパ変異株陽性者数,ラグ変異株陽性者数,ラグ変数従来株,自殺者数,実質GDP,ラグ実質GDP
2020/5/24,14,5147,9,280,20.8,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,2,日,_週の前半,5月,週の後半,0,75,あり,0,4239,10,517,476,41,26,68,22,5,0,354,2,928.7,0.01,35,31,11,3.2,1011.6,6.3,-16.525,12,_冬でない,13946503,614,8563152842,_なし,21.6,74,あり,_冬でない,0,_なし,_なし,_なし,-8.808333333,359,2,361,-46,-2,7,-53,-29,12,-64,-26,-65,-62,-37,19,-18.5,-39.16666667,11.7,春,春,13946503,4239,8563152842,18730208592,18730208592,0,0,0,0,0,0,2,169,486232.2,486232.2
2020/5/25,8,5155,8,288,21.6,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,14,月,_週の前半,5月,_週の前半,0,72,_なし,0,4311,72,474,435,39,24,47,16,10,0,910,34,905.3,0.01,35,29.7,6.6,3,1007.6,9.3,252.2833333,-6,_冬でない,13946489,548,7642675972,_なし,19.2,91,あり,_冬でない,0,_なし,_なし,_なし,244,920,34,954,-46,-1,-3,-46,-38,20,-48,3,3,-56,-31,12,-19,-19.5,0,春,春,13946489,4311,7642675972,17070563736,17070563736,0,0,0,0,0,0,14,169,486232.2,486232.2
2020/5/26,10,5165,4,292,20.9,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,8,火,_週の前半,5月,_週の前半,0.5,87,_なし,0,4379,68,420,387,33,25,38,16,21,0,1036,47,895.3,0.011,30,30.1,0.2,2,1005.1,9.5,3.983333333,2,_冬でない,13946481,484,6750096804,_なし,17.7,97,あり,_冬でない,0,_なし,_なし,_なし,-2.625,1057,47,1104,-47,-9,-21,-48,-39,21,-55,-11,-32,-51,-41,22,-23.83333333,-28,0,春,春,13946481,4379,6750096804,14155726935,14155726935,0,0,0,0,0,0,8,169,486232.2,486232.2
2020/5/27,11,5176,4,296,21.4,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,10,水,_週の前半,5月,_週の前半,0,81,_なし,0,4413,34,394,363,31,23,37,17,12,0,1054,39,898.3,0.012,30,31.6,4.4,2.1,1000.5,9.8,5.483333333,1,_冬でない,13946471,456,6359590776,_なし,12.7,90,あり,_冬でない,0,_なし,_なし,_なし,6.05,1066,39,1105,-43,-1,3,-46,-38,19,-57,-17,-51,-55,-45,25,-17.66666667,-33.33333333,0,春,春,13946471,4413,6359590776,12886588176,12886588176,0,0,0,0,0,0,10,169,486232.2,486232.2
2020/5/28,15,5191,3,299,19.4,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,11,木,週の後半,5月,週の後半,9.5,69,_なし,0,4443,30,380,348,32,21,31,21,19,1,1048,42,903.1,0.013,30,31.1,3.7,2.7,1004.7,8.8,2.083333333,4,_冬でない,13946460,434,6052763640,_なし,12.7,89,あり,_冬でない,0,_なし,_なし,_なし,-1,1067,43,1110,-44,-7,-11,-46,-37,20,-52,-6,-27,-52,-43,23,-20.83333333,-26.16666667,0,春,春,13946460,4443,6052763640,10989856972,10989856972,0,0,0,0,0,0,11,169,486232.2,486232.2
2020/5/29,21,5212,3,302,20.7,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,15,金,週の後半,5月,週の後半,0,65,_なし,0,4501,58,342,311,31,18,26,28,20,5,1150,31,914.6,0.016,23,30.1,12.9,2.8,1010.6,3.5,7.341666667,6,_冬でない,13946445,388,5411220660,_なし,15.3,89,あり,_冬でない,0,_なし,_なし,_なし,4.5,1170,36,1206,-42,1,-1,-44,-35,20,-54,-9,-32,-53,-43,24,-16.83333333,-27.83333333,0,春,春,13946445,4501,5411220660,9427839408,9427839408,0,0,0,0,0,0,15,169,486232.2,486232.2
2020/5/30,14,5226,2,304,22,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,21,土,週の後半,5月,週の後半,0,71,_なし,0,4508,7,339,308,31,20,27,33,14,0,548,51,921.9,0.017,33,30.9,8.9,3.2,1016.8,7,-37.51666667,-7,_冬でない,13946424,400,5578569600,_なし,18.4,86,あり,_冬でない,0,_なし,_なし,_なし,-46.60833333,562,51,613,-38,1,-6,-43,-24,12,-53,-5,-24,-52,-41,25,-16.33333333,-25,2.8,春,春,13946424,4508,5578569600,8800244655,8800244655,0,0,0,0,0,0,21,169,486232.2,486232.2
2020/5/31,5,5231,1,305,21.3,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,14,日,_週の前半,5月,週の後半,0,73,_なし,0,4510,2,346,318,28,20,27,28,12,0,369,8,925.9,0.018,36,31,0.2,3.4,1015.9,8,-14.99166667,-9,_冬でない,13946410,411,5731974510,_なし,20.8,75,あり,_冬でない,0,_なし,_なし,_なし,-16.525,381,8,389,-39,-1,-7,-47,-22,10,-49,-2,-19,-52,-31,16,-17.66666667,-22.83333333,11,春,春,13946410,4510,5731974510,8563152842,8563152842,0,0,0,0,0,0,14,169,486232.2,486232.2
2020/6/1,13,5244,0,305,19.6,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,5,月,_週の前半,6月,_週の前半,4,93,_なし,0,4539,29,329,300,29,20,29,27,27,0,1399,71,1003.4,0.019,32,30.6,0,1.8,1009.7,10,251.25,8,_冬でない,13946405,387,5397258735,_なし,21.6,72,_なし,_冬でない,0,_なし,_なし,_なし,252.2833333,1426,71,1497,-41,-11,-38,-34,-26,15,-46,-2,7,-53,-29,12,-22.5,-18.5,6.6,夏,春,13946405,4539,5397258735,7642675972,7642675972,0,0,0,0,0,0,5,183,521101.6,486232.2
2020/6/2,34,5278,1,306,22.3,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,13,火,_週の前半,6月,_週の前半,0,87,_なし,0,4586,47,312,286,26,25,13,41,23,1,1423,83,1064.3,0.018,28,30.3,4.1,2.3,1004.1,10,-2.9,21,_冬でない,13946392,352,4909129984,_なし,20.9,87,_なし,_冬でない,0,_なし,_なし,_なし,3.983333333,1446,84,1530,-35,1,-5,-36,-28,15,-46,-1,-3,-46,-38,20,-14.66666667,-19,0.2,夏,春,13946392,4586,4909129984,6750096804,6750096804,0,0,0,0,0,0,13,183,521101.6,486232.2
2020/6/3,12,5290,0,306,24,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,34,水,_週の前半,6月,_週の前半,0,76,_なし,0,4623,37,305,278,27,24,14,23,28,1,1581,84,1148.4,0.019,38,31.4,6.2,2.4,1002.5,9.8,3.508333333,-22,_冬でない,13946358,349,4867278942,_なし,21.4,81,_なし,_冬でない,0,_なし,_なし,_なし,5.483333333,1609,85,1694,-37,-1,-2,-37,-29,15,-47,-9,-21,-48,-39,21,-15.16666667,-23.83333333,4.4,夏,春,13946358,4623,4867278942,6359590776,6359590776,0,0,0,0,0,0,34,183,521101.6,486232.2
2020/6/4,28,5318,1,307,23.5,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,12,木,週の後半,6月,週の後半,0,79,_なし,0,4648,25,290,263,27,25,15,38,38,1,1670,87,1246.4,0.019,27,31,5.4,2.8,1002.8,10,0.308333333,16,_冬でない,13946346,335,4672025910,_なし,19.4,69,_なし,_冬でない,0,_なし,_なし,_なし,2.083333333,1708,88,1796,-37,-1,-7,-37,-29,16,-43,-1,3,-46,-38,19,-15.83333333,-17.66666667,3.7,夏,春,13946346,4648,4672025910,6052763640,6052763640,0,0,0,0,0,0,12,183,521101.6,486232.2
2020/6/5,20,5338,2,309,24.8,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,28,金,週の後半,6月,週の後半,0,74,_なし,0,4687,39,272,246,26,32,14,29,16,2,1891,87,1359.3,0.017,30,32,8.1,3.3,1002.5,9.3,0.916666667,-8,_冬でない,13946318,322,4490714396,_なし,20.7,65,_なし,_冬でない,0,_なし,_なし,_なし,7.341666667,1907,89,1996,-37,0,-10,-37,-28,17,-44,-7,-11,-46,-37,20,-15.83333333,-20.83333333,12.9,夏,春,13946318,4687,4490714396,5411220660,5411220660,0,0,0,0,0,0,28,183,521101.6,486232.2
2020/6/6,26,5364,2,311,24.2,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,20,土,週の後半,6月,週の後半,6.5,77,_なし,0,4695,8,269,243,26,38,15,41,30,2,1106,54,1442,0.018,39,32.9,1.9,2.6,1003.8,10,-37.49166667,6,_冬でない,13946298,332,4630170936,_なし,22,71,_なし,_冬でない,0,_なし,_なし,_なし,-37.51666667,1136,56,1192,-35,-5,-18,-39,-22,11,-42,1,-1,-44,-35,20,-18,-16.83333333,8.9,夏,春,13946298,4695,4630170936,5578569600,5578569600,0,0,0,0,0,0,20,183,521101.6,486232.2
2020/6/7,14,5378,0,311,22,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,26,日,_週の前半,6月,週の後半,0.5,67,_なし,0,4696,1,276,250,26,51,16,33,3,1,410,27,1449.4,0.017,41,33.6,8.6,2.9,1007,7.5,-9.325,-12,_冬でない,13946272,357,4978819104,_なし,21.3,73,_なし,_冬でない,0,_なし,_なし,_なし,-14.99166667,413,28,441,-30,2,4,-41,-19,8,-38,1,-6,-43,-24,12,-12.66666667,-16.33333333,0.2,夏,春,13946272,4696,4978819104,5731974510,5731974510,0,0,0,0,0,0,26,183,521101.6,486232.2
2020/6/8,13,5391,0,311,23.2,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,14,月,_週の前半,6月,_週の前半,0,73,_なし,0,4716,20,281,257,24,50,13,25,23,0,1720,102,1499.1,0.016,28,33,8.9,2.9,1013.6,5.8,172.1833333,-1,_冬でない,13946258,351,4895136558,_なし,19.6,93,_なし,_冬でない,0,_なし,_なし,_なし,251.25,1743,102,1845,-34,-3,-7,-34,-25,14,-39,-1,-7,-47,-22,10,-14.83333333,-17.66666667,0,夏,夏,13946258,4716,4895136558,5397258735,5397258735,0,0,0,0,0,0,14,183,521101.6,521101.6
2020/6/9,12,5403,0,311,25.5,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,13,火,_週の前半,6月,_週の前半,0,68,_なし,0,4758,42,264,241,23,48,13,14,23,2,1787,101,1553.9,0.016,28,33,13,3.1,1015.1,7.3,0.966666667,-1,_冬でない,13946245,322,4490690890,_なし,22.3,87,_なし,_冬でない,0,_なし,_なし,_なし,-2.9,1810,103,1913,-33,-2,-5,-35,-27,15,-41,-11,-38,-34,-26,15,-14.5,-22.5,4.1,夏,夏,13946245,4758,4490690890,4909129984,4909129984,0,0,0,0,0,0,13,183,521101.6,521101.6
2020/6/10,18,5421,0,311,26.2,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,12,水,_週の前半,6月,_週の前半,0,65,_なし,0,4785,27,256,234,22,43,12,19,41,0,1860,101,1597.9,0.016,30,31.9,11.1,5.4,1012,4.8,2.983333333,6,_冬でない,13946233,307,4281493531,_なし,24,76,_なし,_冬でない,0,_なし,_なし,_なし,3.508333333,1901,101,2002,-33,-1,-3,-35,-27,14,-35,1,-5,-36,-28,15,-14.16666667,-14.66666667,6.2,夏,夏,13946233,4785,4281493531,4867278942,4867278942,0,0,0,0,0,0,12,183,521101.6,521101.6
2020/6/11,22,5443,0,311,25.1,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,18,木,週の後半,6月,週の後半,10,85,_なし,0,4824,39,237,216,21,36,11,29,31,0,1795,76,1613,0.015,30,32.3,3.5,5.9,1004.1,9.5,-0.475,4,_冬でない,13946215,286,3988617490,_なし,23.5,79,_なし,_冬でない,0,_なし,_なし,_なし,0.308333333,1826,76,1902,-38,-13,-30,-37,-28,16,-37,-1,-2,-37,-29,15,-21.66666667,-15.16666667,5.4,夏,夏,13946215,4824,3988617490,4672025910,4672025910,0,0,0,0,0,0,18,183,521101.6,521101.6
2020/6/12,25,5468,2,313,26.2,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,22,金,週の後半,6月,週の後半,5.5,84,_なし,0,4856,32,228,205,23,38,8,30,56,1,2061,108,1645.9,0.018,27,31.9,4,2.5,1001.5,9,0.266666667,3,_冬でない,13946193,274,3821256882,_なし,24.8,74,_なし,_冬でない,0,_なし,_なし,_なし,0.916666667,2117,109,2226,-33,-3,-18,-36,-27,16,-37,-1,-7,-37,-29,16,-16.83333333,-15.83333333,8.1,夏,夏,13946193,4856,3821256882,4490714396,4490714396,0,0,0,0,0,0,22,183,521101.6,521101.6
2020/6/13,24,5492,1,314,21.3,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,25,土,週の後半,6月,週の後半,35.5,99,_なし,0,4862,6,234,212,22,46,5,36,27,0,1078,73,1643.9,0.018,31,30.7,0,2.2,1004.9,10,-37,-1,_冬でない,13946168,292,4072281056,_なし,24.2,77,_なし,_冬でない,0,_なし,_なし,_なし,-37.49166667,1105,73,1178,-40,-18,-61,-42,-24,13,-37,0,-10,-37,-28,17,-28.66666667,-15.83333333,1.9,夏,夏,13946168,4862,4072281056,4630170936,4630170936,0,0,0,0,0,0,25,183,521101.6,521101.6
2020/6/14,47,5539,0,314,21.7,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,24,日,_週の前半,6月,週の後半,5.5,99,_なし,0,4866,4,241,222,19,47,5,71,13,1,463,27,1652.9,0.019,41,30.7,0,1.6,1002.4,10,-6.891666667,23,_冬でない,13946144,312,4351196928,_なし,22,67,_なし,_冬でない,0,_なし,_なし,_なし,-9.325,476,28,504,-31,-4,-41,-42,-18,9,-35,-5,-18,-39,-22,11,-21.16666667,-18,8.6,夏,夏,13946144,4866,4351196928,4978819104,4978819104,0,0,0,0,0,0,24,183,521101.6,521101.6
2020/6/15,48,5587,0,314,25.9,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,47,月,_週の前半,6月,_週の前半,0,81,_なし,0,4887,21,248,227,21,58,8,77,21,3,1869,108,1675.1,0.019,41,32.6,7.3,2.4,997.5,9.5,172.7333333,1,_冬でない,13946097,338,4713780786,_なし,23.2,73,_なし,_冬でない,0,_なし,_なし,_なし,172.1833333,1890,111,2001,-29,1,-11,-32,-23,12,-30,2,4,-41,-19,8,-13.66666667,-12.66666667,8.9,夏,夏,13946097,4887,4713780786,4895136558,4895136558,0,0,0,0,0,0,47,183,521101.6,521101.6
2020/6/16,27,5614,2,316,25.5,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,48,火,_週の前半,6月,_週の前半,0,68,_なし,0,4936,49,229,207,22,64,32,42,30,1,1785,96,1675,0.019,25,32.1,8,3.4,997.9,7.3,0.416666667,-21,_冬でない,13946049,335,4671926415,_なし,25.5,68,_なし,_冬でない,0,_なし,_なし,_なし,0.966666667,1815,97,1912,-27,0,-4,-32,-25,13,-34,-3,-7,-34,-25,14,-12.5,-14.83333333,13,夏,夏,13946049,4936,4671926415,4490690890,4490690890,0,0,0,0,0,0,48,183,521101.6,521101.6
2020/6/17,16,5630,1,317,23.6,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,27,水,_週の前半,6月,_週の前半,0,63,_なし,0,4978,42,230,210,20,45,32,31,29,0,1819,98,1667,0.018,21,30.9,13.1,3.5,1003.7,4,2.775,-11,_冬でない,13946022,319,4448781018,_なし,26.2,65,_なし,_冬でない,0,_なし,_なし,_なし,2.983333333,1848,98,1946,-27,0,2,-32,-26,13,-33,-2,-5,-35,-27,15,-11.66666667,-14.5,11.1,夏,夏,13946022,4978,4448781018,4281493531,4281493531,0,0,0,0,0,0,27,183,521101.6,521101.6
2020/6/18,41,5671,0,317,22.1,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,16,木,週の後半,6月,週の後半,2,82,_なし,0,5017,39,220,201,19,40,30,50,37,4,1817,95,1674.3,0.019,20,29.4,0,2,1004.3,10,-0.141666667,25,_冬でない,13946006,296,4128017776,_なし,25.1,85,_なし,_冬でない,0,_なし,_なし,_なし,-0.475,1854,99,1953,-29,-5,-13,-33,-26,13,-33,-1,-3,-35,-27,14,-15.5,-14.16666667,3.5,夏,夏,13946006,5017,4128017776,3988617490,3988617490,0,0,0,0,0,0,16,183,521101.6,521101.6
2020/6/19,35,5706,3,320,18.7,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,41,金,週の後半,6月,週の後半,50,99,_なし,0,5071,54,209,191,18,37,26,46,75,3,2036,74,1668.9,0.021,22,28.7,0,2.2,999.1,10,0.991666667,-6,_冬でない,13945965,280,3904870200,_なし,26.2,84,_なし,_冬でない,0,_なし,_なし,_なし,0.266666667,2111,77,2188,-36,-17,-47,-35,-27,16,-38,-13,-30,-37,-28,16,-24.33333333,-21.66666667,4,夏,夏,13945965,5071,3904870200,3821256882,3821256882,0,0,0,0,0,0,41,183,521101.6,521101.6
2020/6/20,39,5745,0,320,22.9,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,35,土,週の後半,6月,週の後半,0,76,_なし,0,5084,13,204,186,18,50,25,65,24,3,1047,87,1666.4,0.021,22,27.4,9.3,2.8,1004.3,6.5,-30.08333333,4,_冬でない,13945930,302,4211670860,_なし,21.3,99,_なし,_冬でない,0,_なし,_なし,_なし,-37,1071,90,1161,-20,5,1,-29,-16,6,-33,-3,-18,-36,-27,16,-8.833333333,-16.83333333,0,夏,夏,13945930,5084,4211670860,4072281056,4072281056,0,0,0,0,0,0,35,183,521101.6,521101.6
2020/6/21,34,5779,0,320,21.9,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,39,日,_週の前半,6月,週の後半,2.5,83,_なし,0,5100,16,219,201,18,44,25,75,17,0,381,30,1655.6,0.021,64,30.7,1.4,2.5,1009,10,-14.86666667,-5,_冬でない,13945891,325,4532414575,_なし,21.7,99,_なし,_冬でない,0,_なし,_なし,_なし,-6.891666667,398,30,428,-23,-1,-10,-36,-15,6,-40,-18,-61,-42,-24,13,-13.16666667,-28.66666667,0,夏,夏,13945891,5100,4532414575,4351196928,4351196928,0,0,0,0,0,0,39,183,521101.6,521101.6
2020/6/22,29,5808,1,321,19.2,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,34,月,_週の前半,6月,_週の前半,27.5,95,_なし,0,5148,48,231,212,19,38,26,48,47,2,1918,124,1668.4,0.023,28,28.9,0,3.5,1006.1,10,160.5333333,-5,_冬でない,13945857,310,4323215670,_なし,25.9,81,_なし,_冬でない,0,_なし,_なし,_なし,172.7333333,1965,126,2091,-36,-17,-43,-31,-24,13,-31,-4,-41,-42,-18,9,-23,-21.16666667,7.3,夏,夏,13945857,5148,4323215670,4713780786,4713780786,0,0,0,0,0,0,34,183,521101.6,521101.6
2020/6/23,31,5839,2,323,22.3,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,29,火,_週の前半,6月,_週の前半,3,86,_なし,0,5183,35,225,205,20,45,21,43,66,3,1791,120,1678.1,0.026,30,29.6,2.7,2.6,1007.4,9.3,1.958333333,2,_冬でない,13945828,302,4211640056,_なし,25.5,68,_なし,_冬でない,0,_なし,_なし,_なし,0.416666667,1857,123,1980,-23,2,-7,-29,-25,12,-29,1,-11,-32,-23,12,-11.66666667,-13.66666667,8,夏,夏,13945828,5183,4211640056,4671926415,4671926415,0,0,0,0,0,0,29,183,521101.6,521101.6
2020/6/24,55,5894,2,325,22.5,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,31,水,_週の前半,6月,_週の前半,0,84,_なし,0,5215,32,215,195,20,49,24,67,54,1,1902,138,1699.4,0.028,33,31.3,1.9,2.6,1010.4,9.5,2.183333333,24,_冬でない,13945797,299,4169793303,_なし,23.6,63,_なし,_冬でない,0,_なし,_なし,_なし,2.775,1956,139,2095,-26,-2,-3,-30,-24,12,-27,0,-4,-32,-25,13,-12.16666667,-12.5,13.1,夏,夏,13945797,5215,4169793303,4448781018,4448781018,0,0,0,0,0,0,31,183,521101.6,521101.6
2020/6/25,48,5942,0,325,20.2,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,55,木,週の後半,6月,週の後半,14.5,94,_なし,0,5258,43,218,199,19,55,23,64,63,1,1826,126,1708.4,0.03,27,32.3,0,1.9,1006.7,10,0.625,-7,_冬でない,13945742,311,4337125762,_なし,22.1,82,_なし,_冬でない,0,_なし,_なし,_なし,-0.141666667,1889,127,2016,-27,-3,-21,-29,-24,13,-27,0,2,-32,-26,13,-15.16666667,-11.66666667,0,夏,夏,13945742,5258,4337125762,4128017776,4128017776,0,0,0,0,0,0,55,183,521101.6,521101.6
2020/6/26,54,5996,0,325,24.7,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,48,金,週の後半,6月,週の後半,0,85,_なし,0,5295,37,223,206,17,59,24,71,71,4,2154,143,1734.7,0.029,34,34,4.9,1.7,1001.7,9,2.5,6,_冬でない,13945694,322,4490513468,_なし,18.7,99,_なし,_冬でない,0,_なし,_なし,_なし,0.991666667,2225,147,2372,-25,-1,-10,-30,-24,13,-29,-5,-13,-33,-26,13,-12.83333333,-15.5,0,夏,夏,13945694,5295,4490513468,3904870200,3904870200,0,0,0,0,0,0,48,183,521101.6,521101.6
2020/6/27,57,6053,0,325,25.5,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,54,土,週の後半,6月,週の後半,0,83,_なし,0,5320,25,233,219,14,54,24,98,59,2,1280,115,1776.9,0.031,32,35.4,2.6,1.9,1001.5,10,-33.625,3,_冬でない,13945640,351,4894919640,_なし,22.9,76,_なし,_冬でない,0,_なし,_なし,_なし,-30.08333333,1339,117,1456,-20,2,-5,-27,-16,7,-36,-17,-47,-35,-27,16,-9.833333333,-24.33333333,9.3,夏,夏,13945640,5320,4894919640,4211670860,4211670860,0,0,0,0,0,0,54,183,521101.6,521101.6
2020/6/28,60,6113,0,325,22.2,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,57,日,_週の前半,6月,週の後半,30,96,_なし,0,5346,26,242,229,13,61,24,116,29,3,496,41,1797,0.032,29,30.4,0,2,998.3,10,-14.05,3,_冬でない,13945583,382,5327212706,_なし,21.9,83,_なし,_冬でない,0,_なし,_なし,_なし,-14.86666667,525,44,569,-28,-8,-37,-37,-16,8,-20,5,1,-29,-16,6,-19.66666667,-8.833333333,1.4,夏,夏,13945583,5346,5327212706,4532414575,4532414575,0,0,0,0,0,0,57,183,521101.6,521101.6
2020/6/29,58,6171,0,325,24.9,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,60,月,_週の前半,6月,_週の前半,0,69,_なし,0,5395,49,272,260,12,62,37,80,86,11,2150,199,1847.7,0.035,27,30.3,10.3,3,1003.6,3.5,160,-2,_冬でない,13945523,393,5480590539,_なし,19.2,95,_なし,_冬でない,0,_なし,_なし,_なし,160.5333333,2236,210,2446,-22,0,-4,-27,-21,10,-23,-1,-10,-36,-15,6,-10.66666667,-13.16666667,0,夏,夏,13945523,5395,5480590539,4323215670,4323215670,0,0,0,0,0,0,60,183,521101.6,521101.6
2020/6/30,54,6225,0,325,24.6,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,58,火,_週の前半,6月,_週の前半,15.5,90,_なし,0,5447,52,264,254,10,71,38,80,74,7,2191,163,1912.7,0.035,27,29.9,0,4.5,1002,9.8,-0.375,-4,_冬でない,13945465,399,5564240535,_なし,22.3,86,_なし,_冬でない,0,_なし,_なし,_なし,1.958333333,2265,170,2435,-28,-9,-29,-29,-22,13,-36,-17,-43,-31,-24,13,-17.33333333,-23,2.7,夏,夏,13945465,5447,5564240535,4211640056,4211640056,0,0,0,0,0,0,58,183,521101.6,521101.6
2020/7/1,67,6292,0,325,25.1,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,54,水,_週の前半,7月,_週の前半,21,89,_なし,0,5474,27,280,270,10,76,39,98,128,4,2235,179,1977.1,0.039,25,28.7,0,6.5,999.9,10,5.033333333,13,_冬でない,13945411,426,5940745086,_なし,22.5,84,_なし,_冬でない,0,_なし,_なし,_なし,2.183333333,2363,183,2546,-30,-10,-30,-29,-22,12,-23,2,-7,-29,-25,12,-18.16666667,-11.66666667,1.9,夏,夏,13945411,5474,5940745086,4169793303,4169793303,0,0,0,0,0,0,54,203,521430.5,521101.6
2020/7/2,107,6399,0,325,25.9,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,67,木,週の後半,7月,週の後半,0.5,72,_なし,0,5540,66,296,287,9,75,33,130,127,5,2252,163,2053,0.042,26,28.6,11.7,4.9,1003.3,5.5,-0.133333333,40,_冬でない,13945344,427,5954661888,_なし,20.2,94,_なし,_冬でない,0,_なし,_なし,_なし,0.625,2379,168,2547,-22,3,-6,-27,-22,11,-26,-2,-3,-30,-24,12,-10.5,-12.16666667,0,夏,夏,13945344,5540,5954661888,4337125762,4337125762,0,0,0,0,0,0,67,203,521430.5,521101.6
