Date,AUSTRALIA,AUSTRIA,BELGIUM,CANADA,DENMARK,FINLAND,FRANCE,GERMANY,HONG KONG,IRELAND,ISRAEL,ITALY,JAPAN,NETHERLANDS,NEW ZEALAND,NORWAY,PORTUGAL,SINGAPORE,SPAIN,SWEDEN,SWITZERLAND,UNITED KINGDOM,USA
26-Jun-17,780.968,"1,233.39","1,724.34","1,592.46","9,420.97",534.627,"1,797.56","2,176.93","11,263.71",196.771,213.146,260.789,"3,097.15","2,967.20",146.586,"2,115.06",63.576,"3,671.71",480.853,"7,717.01","5,360.63","1,148.03","2,324.05"
27-Jun-17,780.489,"1,255.96","1,723.88","1,595.88","9,359.30",531.721,"1,797.56","2,175.35","11,238.33",194.942,211.04,260.153,"3,088.14","2,971.06",146.63,"2,126.90",63.517,"3,684.86",482.427,"7,700.92","5,360.10","1,149.03","2,304.86"
28-Jun-17,788.418,"1,269.21","1,731.33","1,618.77","9,379.46",535.256,"1,806.89","2,185.37","11,165.08",196.527,212.941,265.283,"3,084.69","2,977.38",146.938,"2,138.35",63.88,"3,695.88",488.293,"7,780.61","5,387.11","1,156.34","2,325.31"
29-Jun-17,804.469,"1,275.23","1,709.91","1,614.09","9,293.31",527.01,"1,783.46","2,158.56","11,234.52",195.369,212.581,262.268,"3,088.91","2,945.73",148.262,"2,144.90",63.841,"3,761.43",483.584,"7,766.89","5,329.28","1,155.99","2,305.22"
30-Jun-17,790.36,"1,279.96","1,702.05","1,609.51","9,343.52",525.081,"1,769.58","2,140.32","11,148.96",194.308,213.13,260.056,"3,071.50","2,936.73",146.634,"2,157.92",63.803,"3,729.07",478.062,"7,764.44","5,306.77","1,149.40","2,308.82"
3-Jul-17,783.199,"1,294.94","1,711.66","1,608.40","9,386.59",531.89,"1,786.27","2,158.50","11,088.41",195.058,213.021,264.656,"3,050.15","2,957.17",145.62,"2,184.87",64.005,"3,708.14",484.913,"7,847.21","5,333.45","1,154.82","2,313.91"
4-Jul-17,793.203,"1,299.13","1,709.58","1,613.67","9,341.87",529.368,"1,777.06","2,148.42","10,921.30",195.408,212.93,264.334,"3,048.78","2,944.71",147.489,"2,192.91",64.151,"3,691.71",482.084,"7,772.68","5,299.35","1,150.96","2,313.91"
5-Jul-17,787.298,"1,295.96","1,706.19","1,606.80","9,360.99",531.335,"1,776.25","2,147.82","10,982.96",196.675,212.497,262.291,"3,061.57","2,944.86",146.114,"2,159.20",63.418,"3,733.82",479.761,"7,824.03","5,286.40","1,152.43","2,316.66"
6-Jul-17,786.433,"1,313.36","1,705.07","1,608.38","9,346.22",532.012,"1,777.26","2,149.12","11,008.16",195.78,210.106,265.643,"3,056.23","2,954.77",147.121,"2,173.24",63.368,"3,704.92",482.412,"7,833.67","5,262.19","1,149.99","2,294.33"
7-Jul-17,781.753,"1,291.57","1,717.86","1,608.91","9,332.22",533.835,"1,772.84","2,147.46","11,001.05",195.704,209.918,264.342,"3,019.86","2,956.64",147.105,"2,157.35",63.202,"3,709.36",481.21,"7,828.71","5,254.98","1,145.82","2,309.27"
10-Jul-17,783.217,"1,305.92","1,726.60","1,618.91","9,387.88",537.233,"1,778.85","2,157.26","11,069.06",196.782,209.925,266.26,"3,030.24","2,969.59",145.212,"2,178.53",63.694,"3,725.27",481.811,"7,866.27","5,276.99","1,147.05","2,311.52"
11-Jul-17,785.718,"1,311.21","1,710.95","1,618.35","9,378.48",535.432,"1,775.20","2,161.38","11,139.95",194.418,210.011,265.984,"3,042.77","2,970.15",144.492,"2,188.65",63.932,"3,698.24",480.473,"7,852.02","5,227.76","1,138.98","2,310.23"
12-Jul-17,784.774,"1,318.82","1,737.62","1,630.07","9,488.27",545.596,"1,802.54","2,193.61","11,158.49",197.164,213.887,269.964,"3,066.50","2,997.30",144.777,"2,246.81",64.762,"3,707.89",485.499,"8,013.25","5,333.59","1,156.88","2,326.87"
13-Jul-17,798.667,"1,321.11","1,749.16","1,640.43","9,460.90",544.743,"1,805.54","2,193.96","11,286.98",197.297,216.285,271.056,"3,056.15","3,009.11",146.186,"2,276.89",65.224,"3,738.51",489.471,"8,028.04","5,308.10","1,160.73","2,331.20"
14-Jul-17,812.16,"1,326.65","1,759.99","1,654.22","9,548.88",547.082,"1,813.69","2,201.83","11,280.81",197.23,213.422,271.702,"3,087.94","3,030.55",147.28,"2,285.79",65.829,"3,816.60",490.694,"8,079.50","5,339.99","1,169.00","2,341.99"
17-Jul-17,811.903,"1,336.64","1,771.10","1,655.39","9,619.91",549.878,"1,815.01","2,198.95","11,271.65",197.572,212.323,272.1,"3,083.02","3,037.38",148.406,"2,330.49",66.02,"3,840.03",491.203,"8,051.65","5,357.95","1,171.97","2,341.77"
18-Jul-17,813.436,"1,343.57","1,770.13","1,656.11","9,674.66",546.591,"1,814.48","2,193.12","11,313.73",197.195,212.936,273.439,"3,099.61","3,045.79",149.631,"2,346.43",66.965,"3,863.32",490.179,"7,909.63","5,377.71","1,165.66","2,343.27"
19-Jul-17,822.931,"1,336.95","1,771.68","1,671.54","9,623.44",540.747,"1,817.96","2,186.03","11,301.81",196.539,212.919,273.44,"3,104.05","3,066.69",150.199,"2,353.84",66.956,"3,883.25",490.098,"7,907.29","5,395.10","1,173.94","2,356.14"
20-Jul-17,830.036,"1,351.40","1,788.16","1,680.71","9,744.54",546.01,"1,830.95","2,206.67","11,345.53",196.24,211.55,275.286,"3,123.25","3,109.20",148.629,"2,380.72",67.495,"3,843.03",494.616,"7,901.16","5,412.72","1,178.29","2,356.02"
21-Jul-17,819.198,"1,335.36","1,776.99","1,674.60","9,676.68",541.825,"1,807.69","2,175.10","11,385.23",194.347,211.322,272.841,"3,134.01","3,095.64",149.252,"2,351.62",67.294,"3,880.39",489.074,"7,823.57","5,382.58","1,173.58","2,355.14"
24-Jul-17,815.504,"1,337.97","1,765.34","1,671.49","9,534.69",536.252,"1,806.94","2,166.63","11,433.39",192.187,210.545,273.842,"3,114.50","3,088.74",150.059,"2,354.59",66.344,"3,881.65",489.896,"7,774.70","5,363.34","1,166.84","2,353.32"
25-Jul-17,821.709,"1,367.54","1,774.61","1,676.16","9,606.49",529.414,"1,821.85","2,179.04","11,422.41",193.864,211.324,275.973,"3,094.26","3,104.97",150.812,"2,366.42",66.662,"3,901.30",494.931,"7,803.80","5,367.75","1,175.94","2,360.19"
26-Jul-17,827.365,"1,383.39","1,798.30","1,669.63","9,612.01",533.766,"1,827.74","2,181.92","11,413.57",194.399,211.938,276.861,"3,093.14","3,118.66",150.149,"2,394.17",66.803,"3,916.20",496.029,"7,839.26","5,344.69","1,179.46","2,360.58"
27-Jul-17,833.598,"1,394.64","1,861.67","1,674.82","9,635.99",539.854,"1,831.84","2,173.95","11,490.22",195.686,210.654,278.133,"3,116.66","3,141.42",151.218,"2,410.46",66.206,"3,945.43",499.482,"7,807.62","5,336.29","1,180.42","2,358.02"
28-Jul-17,824.935,"1,396.28","1,851.16","1,678.81","9,671.41",537.979,"1,824.52","2,178.79","11,459.60",193.706,210.263,277.583,"3,123.71","3,130.54",149.854,"2,419.61",66.427,"3,919.08",499.742,"7,851.13","5,308.67","1,171.74","2,354.76"
31-Jul-17,825.505,"1,388.54","1,846.67","1,670.37","9,756.54",536.83,"1,818.31","2,179.37","11,562.21",195.306,209.083,279.129,"3,133.47","3,136.64",150.965,"2,416.35",67.259,"3,918.45",499.898,"7,826.71","5,352.25","1,178.38","2,353.08"
1-Aug-17,833.806,"1,396.40","1,848.28","1,679.24","9,774.70",543.981,"1,833.09","2,206.93","11,634.26",195.944,208.834,281.53,"3,163.86","3,154.91",151.989,"2,428.20",68.469,"3,931.93",505.103,"7,896.90","5,347.54","1,190.60","2,358.73"
2-Aug-17,827.411,"1,395.52","1,843.53","1,676.20","9,774.41",545.528,"1,834.21","2,204.79","11,681.03",194.577,207.102,281.972,"3,168.18","3,150.18",150.834,"2,425.95",68.861,"3,943.64",503.194,"7,885.34","5,380.29","1,187.69","2,359.25"
3-Aug-17,823.691,"1,411.69","1,859.87","1,671.18","9,761.46",546.866,"1,846.78","2,203.90","11,684.37",195.689,191.988,285.303,"3,174.61","3,156.74",150.576,"2,427.41",69.299,"3,925.43",505.973,"7,873.67","5,384.58","1,190.46","2,354.25"
4-Aug-17,817.012,"1,402.19","1,852.57","1,666.96","9,715.98",544.158,"1,850.98","2,205.76","11,685.67",196.542,184.763,284.159,"3,142.83","3,149.57",149.802,"2,414.87",69.572,"3,894.08",505.441,"7,867.88","5,382.79","1,186.60","2,358.67"
7-Aug-17,823.792,"1,418.03","1,851.34","1,662.37","9,741.04",545.466,"1,859.49","2,207.33","11,686.17",195.4,181.941,286.474,"3,158.85","3,171.85",148.844,"2,436.24",70.129,"3,872.29",508.057,"7,885.19","5,372.82","1,188.61","2,362.48"
8-Aug-17,818.391,"1,411.87","1,843.48","1,661.94","9,622.55",543.474,"1,854.66","2,202.52","11,730.46",193.535,181.071,284.979,"3,151.87","3,162.73",148.869,"2,436.51",69.984,"3,868.17",508.386,"7,884.04","5,354.87","1,184.63","2,356.68"
9-Aug-17,818.806,"1,390.51","1,820.86","1,654.06","9,827.73",538.103,"1,831.05","2,178.91","11,754.81",191.551,178.146,282.666,"3,140.36","3,136.03",149.648,"2,420.70",70.083,"3,869.01",501.49,"7,827.77","5,332.98","1,180.67","2,355.25"
10-Aug-17,819.703,"1,373.50","1,808.69","1,637.49","9,753.40",533.2,"1,821.59","2,154.50","11,626.72",192.096,174.56,280.82,"3,156.24","3,115.74",148.951,"2,408.12",69.999,"3,880.62",494.301,"7,785.60","5,295.62","1,163.25","2,320.87"
11-Aug-17,808.156,"1,362.24","1,795.47","1,634.46","9,875.43",530.85,"1,809.05","2,161.01","11,436.52",191.135,175.191,277.803,"3,162.60","3,095.88",148.697,"2,383.30",69.217,"3,835.58",487.882,"7,710.03","5,263.90","1,149.23","2,324.22"
14-Aug-17,812.832,"1,383.14","1,811.44","1,644.71","9,880.01",536.725,"1,829.78","2,186.24","11,542.53",193.574,178.761,282.267,"3,119.72","3,116.63",149.739,"2,418.61",69.699,"3,863.01",496.691,"7,826.74","5,309.43","1,156.79","2,347.60"
15-Aug-17,811.689,"1,375.52","1,807.33","1,632.37","9,816.74",533.182,"1,826.61","2,175.09","11,513.33",195.544,180.58,280.71,"3,123.90","3,117.74",150.301,"2,384.77",68.962,"3,829.14",494.948,"7,786.00","5,282.27","1,149.16","2,346.13"
16-Aug-17,822.049,"1,388.20","1,818.60","1,636.69","9,786.48",535.905,"1,837.44","2,187.27","11,566.77",198,180.266,283.512,"3,115.99","3,129.88",151.603,"2,403.78",69.307,"3,816.79",497.252,"7,810.48","5,284.25","1,158.29","2,349.80"
17-Aug-17,826.235,"1,386.00","1,822.74","1,638.22","9,760.34",536.161,"1,834.46","2,184.52","11,520.85",196.52,178.401,281.939,"3,137.01","3,127.43",151.983,"2,381.11",69.72,"3,811.77",493.444,"7,749.06","5,298.18","1,152.71","2,313.57"
18-Aug-17,820.814,"1,362.86","1,807.18","1,635.44","9,707.95",530.864,"1,823.90","2,178.63","11,421.54",193.081,179.18,282.549,"3,136.06","3,106.39",153.116,"2,376.68",69.196,"3,793.85",491.325,"7,708.33","5,269.38","1,140.37","2,309.22"
21-Aug-17,820.89,"1,358.71","1,810.84","1,637.54","9,785.44",532.199,"1,825.13","2,173.79","11,430.23",192.269,179.282,283.56,"3,130.06","3,104.64",152.783,"2,385.48",69.51,"3,794.50",492.325,"7,720.96","5,283.13","1,144.02","2,311.84"
22-Aug-17,822.681,"1,364.08","1,813.75","1,647.21","9,863.24",534.487,"1,831.73","2,191.81","11,515.38",193.838,180.81,281.731,"3,111.63","3,121.61",152.466,"2,404.37",69.768,"3,807.92",492.601,"7,778.39","5,290.98","1,147.26","2,335.16"
23-Aug-17,817.132,"1,369.92","1,804.19","1,653.38","9,817.14",536.122,"1,833.74","2,192.62","11,503.76",192.625,177.624,281.672,"3,131.09","3,119.08",150.303,"2,407.47",69.946,"3,810.43",491.07,"7,803.39","5,303.97","1,144.01","2,327.71"
24-Aug-17,819.069,"1,384.02","1,804.59","1,660.79","9,894.11",534.426,"1,831.65","2,191.49","11,514.67",196.236,178.641,283.003,"3,104.82","3,114.56",149.492,"2,428.46",70.206,"3,818.73",491.666,"7,795.19","5,297.63","1,147.28","2,323.66"
25-Aug-17,822.32,"1,405.45","1,810.88","1,661.42","9,928.00",537.914,"1,838.70","2,201.14","11,585.02",194.507,178.306,284.781,"3,116.90","3,117.49",149.303,"2,440.31",70.075,"3,818.73",493.976,"7,871.12","5,310.64","1,154.13","2,327.23"
28-Aug-17,818.566,"1,406.30","1,805.60","1,662.20","10,005.70",535.874,"1,842.99","2,208.51","11,567.06",193.898,177.564,286.633,"3,123.03","3,121.89",149.109,"2,435.99",70.357,"3,844.55",494.674,"7,879.11","5,303.84","1,158.66","2,328.22"
29-Aug-17,815.37,"1,397.96","1,810.51","1,660.89","9,981.48",534.154,"1,836.84","2,189.77","11,534.58",191.795,176.624,284.388,"3,129.83","3,112.99",147.623,"2,428.60",70.944,"3,829.88",492.85,"7,848.50","5,315.59","1,150.82","2,329.98"
30-Aug-17,808.37,"1,401.28","1,818.56","1,651.62","9,956.21",534.105,"1,830.11","2,180.38","11,640.90",192.02,176.551,282.747,"3,106.74","3,101.11",146.526,"2,435.26",70.403,"3,833.10",490.742,"7,869.13","5,273.21","1,152.63","2,341.07"
31-Aug-17,817.288,"1,410.31","1,823.60","1,669.63","10,067.78",536.783,"1,837.46","2,184.67","11,716.70",193.594,178.415,284.242,"3,130.94","3,116.01",146.787,"2,468.73",70.65,"3,842.80",492.939,"7,946.12","5,305.87","1,159.51","2,355.08"
1-Sep-17,823.355,"1,420.60","1,827.65","1,688.39","10,101.10",538.47,"1,848.27","2,197.67","11,761.21",196.453,178.472,286.313,"3,129.77","3,125.20",146.265,"2,486.34",71.135,"3,844.75",493.7,"7,989.41","5,306.89","1,168.53","2,359.95"
4-Sep-17,817.613,"1,415.85","1,822.15","1,683.63","10,081.90",537.23,"1,847.35","2,196.00","11,698.05",195.724,176.977,286.293,"3,121.46","3,122.06",145.925,"2,478.63",71.238,"3,791.56",491.183,"7,976.26","5,297.69","1,162.68","2,359.95"
5-Sep-17,825.37,"1,404.91","1,829.96","1,679.68","10,029.18",534.781,"1,843.64","2,200.96","11,691.84",195.372,176.102,285.925,"3,120.39","3,115.03",146.612,"2,495.54",71.663,"3,834.85",488.324,"7,951.54","5,302.09","1,163.17","2,342.04"
6-Sep-17,819.183,"1,398.56","1,831.15","1,692.04","10,004.11",537.795,"1,850.98","2,218.36","11,655.74",194.975,177.069,287.298,"3,122.24","3,122.57",145.2,"2,474.48",71.244,"3,812.05",486.586,"7,928.54","5,306.96","1,164.12","2,349.05"
7-Sep-17,822.909,"1,414.08","1,853.48","1,699.39","10,106.02",542.015,"1,866.95","2,245.51","11,638.99",195.635,177.749,287.516,"3,143.82","3,150.24",145.712,"2,493.92",71.913,"3,831.59",488.915,"7,991.82","5,341.75","1,174.28","2,348.38"
8-Sep-17,823.151,"1,411.14","1,864.52","1,695.77","10,097.65",538.759,"1,870.54","2,250.03","11,727.95",196.301,178.435,288.355,"3,150.29","3,154.32",147.946,"2,490.59",71.669,"3,837.41",490.001,"7,983.32","5,375.59","1,177.57","2,344.96"
11-Sep-17,825.812,"1,423.88","1,870.25","1,705.36","10,166.43",544.863,"1,887.47","2,274.34","11,827.27",196.899,185.967,291.894,"3,160.06","3,174.91",146.653,"2,482.63",72.255,"3,821.94",498.16,"8,026.49","5,395.74","1,183.18","2,370.46"
12-Sep-17,832.218,"1,444.99","1,872.94","1,715.79","10,139.04",547.381,"1,893.78","2,277.67","11,807.58",197.338,187.461,292.372,"3,161.42","3,183.08",147.171,"2,504.53",72.089,"3,821.25",497.746,"8,098.22","5,396.33","1,188.49","2,378.75"
13-Sep-17,828.237,"1,440.22","1,872.06","1,707.80","10,101.35",543.763,"1,889.79","2,274.85","11,801.38",197.107,186.283,291.228,"3,160.21","3,184.11",145.733,"2,509.48",71.916,"3,812.47",498.034,"8,062.28","5,374.42","1,181.53","2,380.23"
14-Sep-17,825.444,"1,433.21","1,866.11","1,713.34","10,061.62",539.331,"1,885.13","2,265.33","11,742.29",196.839,185.069,290.669,"3,148.57","3,171.96",144.416,"2,499.44",72.23,"3,795.17",496.119,"8,072.25","5,365.19","1,178.72","2,377.73"
15-Sep-17,821.607,"1,428.66","1,866.09","1,716.63","9,997.33",545.314,"1,893.72","2,278.56","11,746.03",198.388,184.751,292.407,"3,149.65","3,185.57",144.727,"2,509.91",72.786,"3,790.46",497.359,"8,095.89","5,375.24","1,186.79","2,382.14"
18-Sep-17,822.232,"1,442.29","1,861.96","1,719.41","10,062.81",548.706,"1,898.27","2,284.79","11,879.01",198.931,183.912,294.013,"3,134.83","3,200.69",145.046,"2,532.36",72.315,"3,823.82",498.421,"8,136.92","5,388.52","1,187.77","2,386.04"
19-Sep-17,823.81,"1,443.69","1,864.50","1,715.87","10,090.74",549.513,"1,905.67","2,289.72","11,830.58",198.959,184.655,295.268,"3,196.26","3,198.93",146.285,"2,536.20",72.142,"3,800.74",501.552,"8,128.75","5,399.34","1,190.37","2,388.46"
20-Sep-17,830.029,"1,451.86","1,847.05","1,732.05","10,148.01",549.716,"1,908.89","2,293.66","11,852.99",198.995,184.332,294.929,"3,200.37","3,193.95",148.938,"2,549.91",72.446,"3,810.63",497.962,"8,143.24","5,403.83","1,193.76","2,389.85"
21-Sep-17,809.595,"1,452.88","1,833.39","1,727.95","10,120.75",545.456,"1,905.38","2,284.95","11,810.45",201.023,183.821,294.706,"3,173.14","3,173.02",145.319,"2,572.37",71.832,"3,791.99",496.067,"8,158.97","5,360.10","1,190.10","2,382.63"
22-Sep-17,818.249,"1,462.67","1,830.97","1,732.81","10,174.27",544.911,"1,918.34","2,292.89","11,750.92",200.904,185.123,296.399,"3,179.76","3,179.41",145.844,"2,581.28",72.523,"3,819.35",498.689,"8,191.22","5,386.43","1,196.48","2,384.42"
25-Sep-17,814.875,"1,443.65","1,829.33","1,734.32","10,161.00",539.499,"1,899.72","2,274.59","11,596.78",199.301,184.343,292.555,"3,197.19","3,148.26",145.467,"2,593.48",72.275,"3,798.54",490.162,"8,139.68","5,390.26","1,191.32","2,378.80"
26-Sep-17,806.12,"1,421.20","1,821.98","1,723.31","9,960.67",534.947,"1,883.90","2,257.58","11,566.89",197.571,183.679,290.259,"3,180.40","3,123.41",143.595,"2,556.09",71.743,"3,782.18",484.618,"8,054.13","5,367.36","1,183.02","2,378.90"
27-Sep-17,803.838,"1,417.34","1,826.21","1,744.18","9,954.56",532.873,"1,883.08","2,258.82","11,615.87",199.214,184.217,291.42,"3,153.67","3,132.50",144.305,"2,553.60",71.062,"3,810.16",492.403,"8,101.93","5,332.46","1,184.62","2,388.71"
28-Sep-17,802.067,"1,432.39","1,847.43","1,730.51","10,042.31",540.753,"1,896.46","2,277.69","11,604.94",202.27,183.952,292.024,"3,170.93","3,157.56",143.321,"2,563.75",71.69,"3,793.57",492.665,"8,145.83","5,359.67","1,191.14","2,391.08"
29-Sep-17,804.48,"1,437.77","1,858.05","1,728.26","10,031.63",541.957,"1,914.78","2,305.94","11,635.06",205.393,185.529,294.32,"3,170.72","3,190.98",143.293,"2,562.57",71.858,"3,789.63",496.931,"8,188.15","5,407.06","1,196.64","2,399.93"
2-Oct-17,809.24,"1,443.41","1,848.33","1,736.59","10,095.60",540.273,"1,908.50","2,301.42","11,648.32",203.323,187.493,293.235,"3,164.69","3,194.27",142.177,"2,562.10",70.312,"3,826.95",486.762,"8,187.83","5,423.92","1,194.70","2,409.48"
3-Oct-17,805.085,"1,443.99","1,860.77","1,738.38","10,089.03",545.361,"1,917.47","2,305.05","11,724.93",204.234,189.288,293.243,"3,185.40","3,197.75",141.386,"2,574.26",70.775,"3,800.02",487.518,"8,275.94","5,449.55","1,196.55","2,414.41"
4-Oct-17,800.92,"1,417.67","1,871.19","1,741.58","10,139.63",545.224,"1,916.71","2,317.23","11,802.97",205.059,183.032,289.514,"3,186.99","3,198.51",141.509,"2,566.48",70.41,"3,799.17",473.032,"8,309.43","5,450.34","1,199.59","2,417.31"
5-Oct-17,795.292,"1,436.65","1,882.59","1,740.09","10,091.50",544.733,"1,913.91","2,307.82","11,800.91",202.799,182.065,290.194,"3,186.58","3,189.79",140.293,"2,573.13",70.532,"3,822.15",483.796,"8,292.95","5,417.99","1,193.50","2,430.80"
6-Oct-17,799.573,"1,429.64","1,873.34","1,732.17","10,082.95",543.715,"1,910.16","2,308.35","11,833.82",201.728,182.962,288.539,"3,192.45","3,183.52",139.606,"2,548.94",69.527,"3,845.10",483.616,"8,256.21","5,407.17","1,188.62","2,428.16"
9-Oct-17,803.209,"1,432.53","1,881.86","1,730.44","10,097.32",547.359,"1,912.42","2,312.11","11,793.74",200.039,182.905,289.941,"3,195.99","3,193.59",139.867,"2,563.36",69.617,"3,856.20",485.908,"8,268.39","5,404.48","1,193.14","2,423.41"
10-Oct-17,805.734,"1,432.72","1,896.75","1,742.74","10,160.76",548.853,"1,924.78","2,323.70","11,867.15",200.963,184.069,289.989,"3,227.71","3,214.33",139.542,"2,580.07",70.433,"3,878.58",484.257,"8,304.89","5,440.59","1,205.99","2,428.73"
11-Oct-17,808.45,"1,446.43","1,903.60","1,742.55","10,253.96",549.101,"1,929.49","2,334.60","11,793.86",202.095,183.795,293.084,"3,223.84","3,225.74",138.917,"2,589.90",71.026,"3,860.36",491.883,"8,303.86","5,448.55","1,202.01","2,433.09"
12-Oct-17,816.151,"1,438.37","1,908.33","1,741.70","10,232.32",549.418,"1,929.85","2,339.07","11,857.30",202.19,182.221,291.195,"3,228.88","3,233.58",140.611,"2,610.53",70.934,"3,892.56",491.692,"8,275.86","5,448.67","1,203.56","2,428.89"
13-Oct-17,825.835,"1,470.27","1,920.13","1,749.36","10,083.51",550.14,"1,924.36","2,337.93","11,887.26",202.919,182.168,291.261,"3,255.80","3,244.23",141.351,"2,620.60",71.18,"3,922.24",489.785,"8,267.51","5,467.94","1,213.29","2,430.63"
16-Oct-17,827.662,"1,464.11","1,912.74","1,741.33","10,169.64",548.26,"1,921.80","2,332.76","11,956.64",201.409,181.737,290.097,"3,284.15","3,235.67",141.402,"2,617.18",70.072,"3,917.49",484.272,"8,228.98","5,440.22","1,209.45","2,434.66"
17-Oct-17,830.537,"1,463.86","1,912.76","1,738.71","10,076.18",546.877,"1,914.68","2,321.53","11,972.88",200.218,180.612,287.959,"3,275.98","3,227.85",142.022,"2,585.23",69.903,"3,906.03",484.145,"8,173.36","5,408.67","1,197.31","2,436.35"
18-Oct-17,831.61,"1,480.10","1,922.07","1,748.54","10,208.69",547.917,"1,927.79","2,335.11","12,001.47",200.193,180.962,289.094,"3,262.57","3,241.25",141.734,"2,581.38",70.237,"3,902.62",488.419,"8,221.88","5,422.74","1,201.51","2,438.08"
19-Oct-17,837.096,"1,475.57","1,922.88","1,756.42","10,242.58",551.025,"1,933.15","2,338.62","11,859.14",201.047,182.412,288.221,"3,289.50","3,239.21",140.454,"2,590.55",70.993,"3,918.97",487.977,"8,250.38","5,420.64","1,200.85","2,439.31"
20-Oct-17,832.012,"1,478.04","1,920.17","1,740.88","10,201.21",555.429,"1,924.30","2,325.25","11,903.49",201.894,182.5,289.164,"3,263.64","3,219.15",138.24,"2,606.69",70.38,"3,916.58",486.581,"8,341.37","5,372.45","1,198.99","2,451.70"
23-Oct-17,828.515,"1,478.01","1,915.46","1,735.38","10,173.10",558.091,"1,921.71","2,318.41","11,819.82",202.989,181.159,288.202,"3,282.86","3,213.70",138.231,"2,594.29",69.84,"3,920.11",481.518,"8,275.55","5,365.56","1,198.85","2,441.71"
24-Oct-17,825.21,"1,479.05","1,903.83","1,738.73","10,108.62",557.506,"1,926.06","2,323.69","11,747.94",201.921,180.109,291.701,"3,295.91","3,197.68",135.933,"2,591.95",69.831,"3,905.31",484.833,"8,206.14","5,315.10","1,192.91","2,445.61"
25-Oct-17,818.62,"1,477.65","1,883.51","1,716.96","10,179.66",557.182,"1,927.88","2,322.15","11,753.28",201.015,178.591,290.483,"3,293.61","3,196.03",134.683,"2,615.19",69.519,"3,932.75",484.487,"8,191.52","5,256.43","1,192.11","2,434.13"
26-Oct-17,817.963,"1,464.26","1,873.62","1,715.38","10,079.20",531.434,"1,936.43","2,333.95","11,749.50",203.669,177.593,291.61,"3,289.11","3,211.54",132.647,"2,564.90",69.351,"3,943.57",489.708,"8,143.84","5,289.72","1,190.34","2,438.07"
27-Oct-17,813.803,"1,470.33","1,864.14","1,714.57","10,073.35",533.139,"1,927.99","2,325.46","11,755.52",203.699,176.809,286.841,"3,324.59","3,185.51",132.445,"2,564.56",69.024,"3,968.85",477.649,"8,137.02","5,266.61","1,188.61","2,457.45"
30-Oct-17,818.495,"1,478.46","1,868.95","1,726.41","10,162.71",530.434,"1,936.11","2,336.83","11,687.55",204.223,177.591,289.069,"3,340.94","3,188.81",133.62,"2,601.67",69.445,"3,981.45",491.607,"8,128.61","5,277.03","1,193.35","2,449.20"
31-Oct-17,815.865,"1,467.75","1,888.37","1,721.15","10,174.98",528.941,"1,942.55","2,341.25","11,672.96",206.268,179.771,290.207,"3,316.51","3,217.93",133.856,"2,579.68",70.514,"3,978.15",495.982,"8,156.35","5,316.04","1,201.50","2,452.16"
1-Nov-17,820.44,"1,463.60","1,891.41","1,721.13","10,160.30",532.052,"1,940.20","2,373.35","11,809.36",205.693,174.984,291.986,"3,346.25","3,214.45",133.815,"2,610.00",70.285,"4,006.45",493.871,"8,120.82","5,306.29","1,198.48","2,455.70"
2-Nov-17,824.649,"1,491.80","1,883.47","1,730.93","10,113.69",535.166,"1,948.14","2,381.85","11,783.42",205.062,170.104,294.318,"3,368.09","3,214.92",134.588,"2,595.16",71.381,"3,997.49",494.53,"8,141.70","5,327.85","1,192.32","2,455.72"
3-Nov-17,820.803,"1,460.40","1,890.97","1,736.97","9,962.51",533.646,"1,941.22","2,377.33","11,832.64",204.439,170.066,292.325,"3,356.01","3,200.04",134.102,"2,602.19",69.717,"3,982.78",487.013,"8,124.47","5,340.37","1,193.07","2,463.83"
6-Nov-17,820.58,"1,440.99","1,886.92","1,744.87","10,029.02",535.617,"1,932.39","2,368.79","11,777.83",202.887,171.829,291.34,"3,356.86","3,189.41",133.456,"2,611.22",69.896,"3,972.44",483.613,"8,135.27","5,320.05","1,198.31","2,467.10"
7-Nov-17,826.778,"1,456.34","1,861.46","1,745.34","9,922.19",531.097,"1,921.21","2,352.53","11,904.31",200.402,169.063,290.863,"3,402.11","3,174.79",133.85,"2,611.97",70.317,"4,005.88",479.611,"8,098.18","5,290.00","1,192.24","2,466.30"
8-Nov-17,831.397,"1,467.72","1,848.94","1,750.94","9,985.78",531.161,"1,920.82","2,356.78","11,957.47",203.459,170.53,289.712,"3,422.27","3,184.28",134.404,"2,621.43",70.17,"4,018.18",479.823,"8,092.65","5,309.37","1,191.12","2,469.92"
9-Nov-17,834.3,"1,461.78","1,840.17","1,754.65","9,739.50",525.135,"1,905.77","2,331.80","11,980.78",202.905,168.092,288.695,"3,411.84","3,172.90",134.75,"2,609.00",70.76,"4,041.55",477.796,"7,995.39","5,266.37","1,185.17","2,460.63"
10-Nov-17,833.243,"1,475.47","1,834.71","1,753.34","9,765.45",524.669,"1,903.20","2,330.05","11,986.34",202.477,166.856,288.158,"3,397.49","3,165.85",133.981,"2,605.59",70.579,"4,035.01",477.323,"7,979.71","5,262.36","1,186.25","2,458.74"
13-Nov-17,827.781,"1,477.63","1,831.91","1,745.53","9,677.91",523.095,"1,888.29","2,319.79","12,078.93",200.809,166.605,286.515,"3,354.97","3,154.89",133.355,"2,590.69",70.167,"4,028.12",475.56,"7,927.43","5,273.78","1,173.54","2,461.16"
