Date,AUSTRALIA,AUSTRIA,BELGIUM,CANADA,DENMARK,FINLAND,FRANCE,GERMANY,HONG KONG,IRELAND,ISRAEL,ITALY,JAPAN,NETHERLANDS,NEW ZEALAND,NORWAY,PORTUGAL,SINGAPORE,SPAIN,SWEDEN,SWITZERLAND,UNITED KINGDOM,USA
26-Jun-18,821.971,"1,345.75","1,657.90","1,696.04","9,263.08",559.513,"1,886.95","2,138.20","11,872.17",200.654,200.023,271.113,"3,360.83","3,115.36",146.018,"2,645.51",71.398,"3,875.41",449.575,"7,117.09","4,950.94","1,200.17","2,598.87"
27-Jun-18,821.167,"1,353.66","1,662.20","1,694.24","9,221.89",557.848,"1,890.54","2,142.63","11,714.84",201.316,199.931,271.508,"3,340.55","3,113.29",145.641,"2,673.76",71.6,"3,837.27",447.965,"7,120.93","4,942.68","1,205.87","2,575.89"
28-Jun-18,821.247,"1,346.99","1,656.76","1,692.07","9,095.86",553.511,"1,870.78","2,107.45","11,788.38",199.132,202.109,269.869,"3,336.63","3,083.32",143.732,"2,643.33",71.226,"3,830.61",444.622,"7,015.69","4,904.04","1,200.40","2,591.69"
29-Jun-18,823.244,"1,359.17","1,686.29","1,717.80","9,257.00",563.015,"1,902.17","2,147.12","11,837.78",201.548,200.651,274.359,"3,332.17","3,136.51",142.913,"2,661.56",71.343,"3,861.55",450.226,"7,192.95","5,009.19","1,213.79","2,593.87"
2-Jul-18,813.854,"1,334.32","1,668.73","1,712.39","9,184.12",553.166,"1,874.64","2,122.33","11,822.93",198.639,201.456,270.236,"3,267.99","3,097.63",141.154,"2,629.92",70.491,"3,799.47",444.431,"7,076.55","4,957.41","1,192.79","2,601.87"
3-Jul-18,823.66,"1,329.31","1,683.00","1,712.36","9,305.88",558.053,"1,895.99","2,148.98","11,698.67",200.634,203.161,275.632,"3,271.10","3,125.53",144.826,"2,665.18",71.213,"3,810.55",451.128,"7,195.17","5,025.65","1,204.36","2,589.18"
4-Jul-18,820.388,"1,345.57","1,682.98","1,717.19","9,334.53",554.573,"1,896.19","2,141.80","11,653.61",201.88,203.289,274.597,"3,272.52","3,121.30",143.861,"2,680.81",71.877,"3,830.22",455.735,"7,162.85","5,042.77","1,204.50","2,589.18"
5-Jul-18,825.565,"1,357.25","1,696.82","1,715.33","9,321.22",560.458,"1,921.24","2,177.99","11,641.06",202.922,202.182,278.807,"3,244.11","3,149.80",145.271,"2,718.97",72.807,"3,842.43",463.869,"7,204.34","5,055.29","1,210.46","2,611.50"
6-Jul-18,837.77,"1,364.30","1,722.95","1,732.62","9,422.82",566.273,"1,934.90","2,194.74","11,717.17",205.136,204.143,280.11,"3,277.36","3,172.41",146.997,"2,708.54",73.345,"3,776.14",468.121,"7,222.84","5,085.83","1,217.25","2,634.00"
9-Jul-18,844.79,"1,369.52","1,728.25","1,742.09","9,499.72",572.682,"1,943.22","2,203.12","11,901.14",205.231,204.698,281.373,"3,306.67","3,188.15",146.753,"2,745.98",74.436,"3,833.14",470.297,"7,302.22","5,115.54","1,227.46","2,657.38"
10-Jul-18,839.764,"1,376.18","1,723.42","1,749.52","9,590.84",577.52,"1,949.54","2,208.68","11,894.03",204.077,205.217,280.538,"3,303.02","3,196.06",145.85,"2,763.03",74.405,"3,886.97",466.367,"7,317.28","5,108.11","1,228.14","2,666.24"
11-Jul-18,828.386,"1,344.48","1,716.87","1,734.91","9,524.27",570.693,"1,923.86","2,177.43","11,794.64",202.916,204.983,276.106,"3,274.79","3,163.65",144.956,"2,737.45",74.101,"3,837.70",459.197,"7,198.44","5,065.02","1,210.76","2,647.47"
12-Jul-18,835.229,"1,344.29","1,719.77","1,745.38","9,608.71",571.03,"1,936.95","2,184.38","11,830.99",204.958,205.723,275.86,"3,258.38","3,179.92",143.81,"2,682.22",73.44,"3,831.93",459.43,"7,183.09","5,099.89","1,218.13","2,670.68"
13-Jul-18,836.04,"1,346.23","1,718.70","1,746.46","9,618.13",565.391,"1,941.41","2,188.63","11,873.21",205.185,204.426,276.88,"3,298.78","3,188.82",144.133,"2,631.25",73.084,"3,825.76",457.436,"7,189.94","5,105.59","1,217.51","2,673.10"
16-Jul-18,832.689,"1,352.99","1,723.01","1,744.97","9,626.05",568.913,"1,942.06","2,199.42","11,904.07",205.878,204.717,276.788,"3,299.08","3,194.92",143.125,"2,613.46",73.349,"3,805.29",458.153,"7,260.42","5,123.25","1,209.57","2,669.79"
17-Jul-18,824.817,"1,343.77","1,721.68","1,738.65","9,697.08",576.717,"1,941.64","2,211.21","11,810.02",204.423,204.783,278.051,"3,311.14","3,189.03",143.24,"2,615.05",73.547,"3,813.96",456.847,"7,268.19","5,112.26","1,207.38","2,681.07"
18-Jul-18,829.572,"1,349.72","1,716.31","1,729.88","9,635.06",579.875,"1,943.03","2,221.84","11,781.19",204.228,205.748,276.667,"3,322.90","3,240.85",142.519,"2,608.33",73.052,"3,802.45",457.03,"7,299.56","5,162.79","1,204.98","2,686.22"
19-Jul-18,827.748,"1,341.21","1,710.65","1,733.40","9,613.37",574.757,"1,927.58","2,202.43","11,769.12",202.171,204.44,274.909,"3,318.11","3,237.53",140.468,"2,590.43",73.082,"3,826.17",454.792,"7,317.66","5,151.44","1,201.95","2,676.09"
20-Jul-18,838.382,"1,359.61","1,729.36","1,738.89","9,777.57",571.631,"1,936.80","2,200.99","11,839.28",202.425,204.773,276.095,"3,342.81","3,279.26",143.4,"2,607.79",73.749,"3,871.99",458.598,"7,348.60","5,217.39","1,210.54","2,673.32"
23-Jul-18,827.875,"1,361.98","1,730.94","1,735.39","9,763.28",570.392,"1,928.82","2,199.10","11,884.24",201.052,204.477,273.562,"3,340.36","3,268.86",141.045,"2,620.54",73.959,"3,866.64",458.814,"7,372.55","5,211.62","1,207.86","2,677.69"
24-Jul-18,837.353,"1,386.92","1,742.02","1,733.63","9,825.77",574.697,"1,947.45","2,222.92","11,960.79",202.8,205.866,276.753,"3,363.60","3,269.50",142.146,"2,633.58",73.829,"3,875.79",461.192,"7,493.25","5,231.38","1,220.25","2,688.87"
25-Jul-18,832.633,"1,389.59","1,746.65","1,739.11","9,800.33",575.153,"1,940.44","2,200.13","12,050.66",201.973,210.428,272.729,"3,380.66","3,257.13",142.681,"2,639.85",74.006,"3,921.37",456.629,"7,457.78","5,235.22","1,211.90","2,713.55"
26-Jul-18,829.576,"1,404.57","1,714.03","1,748.46","9,925.66",573.646,"1,954.69","2,233.78","11,993.45",203.47,211.562,276.059,"3,393.80","3,263.72",142.307,"2,629.20",73.742,"3,924.95",459.615,"7,524.77","5,306.91","1,212.06","2,705.68"
27-Jul-18,839.648,"1,412.55","1,727.94","1,744.38","9,883.13",571.907,"1,963.97","2,240.01","12,019.48",202.082,208.81,277.142,"3,415.55","3,276.68",143.435,"2,657.95",74.289,"3,925.48",463.319,"7,522.38","5,320.10","1,216.71","2,686.92"
30-Jul-18,837.392,"1,411.26","1,730.22","1,748.82","9,882.59",575.258,"1,966.52","2,241.69","12,027.31",201.257,210.04,278.734,"3,399.00","3,264.81",143.279,"2,666.69",74.988,"3,899.28",465.226,"7,590.27","5,341.83","1,219.02","2,670.53"
31-Jul-18,841.535,"1,420.89","1,722.88","1,756.47","9,788.72",569.593,"1,970.79","2,239.49","12,029.88",201.373,208.851,282.295,"3,345.26","3,264.18",142.257,"2,684.39",74.882,"3,904.86",465.756,"7,583.66","5,335.94","1,223.74","2,683.96"
1-Aug-18,837.14,"1,417.85","1,721.28","1,752.84","9,760.12",572.756,"1,961.35","2,224.62","11,897.56",200.397,208.209,275.635,"3,378.25","3,256.79",140.862,"2,669.04",75.288,"3,920.75",460.874,"7,561.53","5,320.89","1,209.29","2,681.40"
2-Aug-18,828.48,"1,396.53","1,698.14","1,752.48","9,686.24",564.042,"1,940.45","2,184.00","11,655.87",197.259,202.887,269.482,"3,358.82","3,237.03",139.863,"2,640.69",75.032,"3,847.03",453.629,"7,431.87","5,307.44","1,188.68","2,696.05"
3-Aug-18,829.734,"1,399.66","1,706.79","1,757.59","9,702.98",565.984,"1,944.29","2,193.40","11,625.10",199.317,204.271,271.181,"3,353.00","3,244.55",140.329,"2,646.08",74.334,"3,824.53",454.535,"7,462.00","5,316.75","1,200.37","2,707.51"
6-Aug-18,834.013,"1,402.86","1,700.76","1,754.68","9,630.84",564.481,"1,938.02","2,185.41","11,718.87",199.857,206.026,270.41,"3,329.36","3,238.16",140.765,"2,637.49",74.374,"3,848.91",452.444,"7,429.06","5,295.37","1,193.85","2,717.17"
7-Aug-18,835.721,"1,420.46","1,711.08","1,736.87","9,638.37",570.307,"1,957.96","2,196.79","11,899.27",199.762,209.148,274.659,"3,362.13","3,243.27",140.377,"2,694.87",75.02,"3,940.98",456.179,"7,492.07","5,331.32","1,203.98","2,725.23"
8-Aug-18,837.941,"1,405.84","1,697.90","1,735.33","9,407.51",572.152,"1,954.25","2,197.67","11,937.79",198.197,206.404,274.027,"3,365.30","3,247.67",140.135,"2,692.20",74.911,"3,931.15",455.384,"7,471.54","5,320.33","1,206.55","2,724.26"
9-Aug-18,839.208,"1,372.41","1,705.19","1,750.45","9,454.32",570.081,"1,950.37","2,201.26","11,981.82",197.346,204.976,271.319,"3,355.45","3,241.20",139.348,"2,682.03",74.419,"3,931.29",453.899,"7,482.16","5,326.64","1,199.55","2,720.87"
10-Aug-18,827.901,"1,334.23","1,657.79","1,733.13","9,307.46",555.651,"1,898.35","2,134.33","11,881.64",193.606,204.742,261.414,"3,323.18","3,152.45",140.641,"2,628.67",73.443,"3,854.01",440.595,"7,317.62","5,245.48","1,179.29","2,702.12"
13-Aug-18,820.672,"1,316.65","1,650.16","1,723.24","9,351.88",553.604,"1,894.39","2,121.28","11,742.28",193.161,203.605,259.455,"3,253.84","3,136.67",138.665,"2,623.92",72.775,"3,785.22",436.168,"7,286.08","5,229.24","1,175.45","2,691.13"
14-Aug-18,823.37,"1,306.29","1,660.32","1,736.87","9,389.09",550.445,"1,884.21","2,112.68","11,720.66",192.37,204.89,257.74,"3,302.46","3,129.89",139.753,"2,608.47",72.338,"3,787.91",433.734,"7,271.55","5,237.80","1,168.55","2,708.04"
15-Aug-18,823.552,"1,299.40","1,639.14","1,703.56","9,217.68",537.573,"1,843.35","2,067.00","11,587.32",188.363,205.474,256.38,"3,292.36","3,073.75",138.959,"2,549.37",70.971,"3,762.87",425.97,"7,106.31","5,181.59","1,143.71","2,686.57"
16-Aug-18,829.635,"1,286.82","1,658.50","1,715.61","9,349.85",548.007,"1,870.68","2,096.82","11,541.01",191.979,210.521,253.446,"3,269.68","3,111.38",140.216,"2,570.49",71.851,"3,758.92",431.093,"7,211.12","5,219.07","1,157.43","2,707.75"
17-Aug-18,831.526,"1,287.53","1,662.65","1,734.19","9,342.62",550.129,"1,873.10","2,096.51","11,553.00",192.882,211.207,252.89,"3,296.72","3,096.07",141.49,"2,570.61",72.022,"3,767.38",431.104,"7,270.76","5,219.76","1,159.10","2,716.49"
20-Aug-18,834.994,"1,275.58","1,672.16","1,734.40","9,449.81",557.673,"1,890.02","2,121.53","11,667.08",194.178,215.683,254.31,"3,291.73","3,115.55",143.257,"2,609.84",72.063,"3,770.38",433.949,"7,302.67","5,258.15","1,165.76","2,722.99"
21-Aug-18,829.873,"1,305.23","1,685.83","1,732.06","9,584.76",564.893,"1,913.02","2,146.02","11,681.58",195.893,215.098,259.961,"3,277.05","3,143.49",144.514,"2,625.23",72.989,"3,782.21",441.059,"7,379.54","5,301.08","1,171.50","2,729.33"
22-Aug-18,824.706,"1,318.02","1,681.99","1,740.75","9,678.47",571.859,"1,930.23","2,162.19","11,706.28",196.927,214.254,260.658,"3,302.06","3,170.61",145.905,"2,657.04",73.867,"3,784.98",445.314,"7,456.89","5,314.03","1,176.82","2,728.71"
23-Aug-18,811.687,"1,306.73","1,675.80","1,737.77","9,665.27",572.261,"1,926.60","2,156.40","11,604.57",196.125,214.174,258.916,"3,276.35","3,162.37",144.863,"2,651.00",73.532,"3,833.69",443.804,"7,418.74","5,308.98","1,168.05","2,723.67"
24-Aug-18,819.5,"1,319.77","1,683.90","1,738.63","9,737.66",575.653,"1,938.96","2,171.04","11,539.52",198.392,212.687,261.62,"3,295.95","3,178.42",146.246,"2,665.22",74.021,"3,801.32",446.74,"7,426.77","5,321.97","1,172.31","2,741.31"
27-Aug-18,824.137,"1,332.33","1,694.82","1,756.78","9,872.29",584.554,"1,962.25","2,205.34","11,744.95",198.958,214.317,263.264,"3,337.44","3,215.43",147.652,"2,688.70",74.881,"3,823.59",451.342,"7,521.32","5,359.53","1,175.18","2,762.19"
28-Aug-18,828.763,"1,344.70","1,697.40","1,755.85","9,911.34",593.044,"1,971.89","2,212.85","11,751.14",199.009,214.621,262.228,"3,341.56","3,220.38",148.34,"2,696.75",74.791,"3,860.02",450.497,"7,530.80","5,374.22","1,180.88","2,762.85"
29-Aug-18,829.994,"1,345.55","1,692.64","1,753.65","9,907.57",592.002,"1,973.74","2,214.63","11,838.08",200.089,215.665,263.389,"3,339.67","3,228.88",151.554,"2,693.66",74.603,"3,849.50",448.499,"7,525.00","5,390.04","1,182.63","2,778.43"
30-Aug-18,829.025,"1,330.79","1,663.51","1,751.17","9,883.00",589.897,"1,959.43","2,197.63","11,754.50",199.089,215.293,259.143,"3,344.41","3,207.03",150.323,"2,682.33",74.157,"3,830.07",442.069,"7,552.45","5,382.17","1,176.33","2,766.05"
31-Aug-18,819.759,"1,316.39","1,640.71","1,727.63","9,797.23",584.251,"1,931.80","2,171.63","11,714.87",197.547,215.019,255.511,"3,351.62","3,180.71",149.496,"2,651.51",73.278,"3,798.38",438.22,"7,475.52","5,369.17","1,162.61","2,766.77"
3-Sep-18,817.208,"1,324.06","1,636.26","1,723.07","9,738.33",583.485,"1,931.09","2,167.57","11,658.34",198.004,214.298,256.939,"3,320.82","3,186.15",147.389,"2,661.02",73.416,"3,784.58",437.209,"7,522.53","5,375.86","1,163.39","2,766.77"
4-Sep-18,810.24,"1,311.22","1,616.00","1,698.04","9,597.02",573.388,"1,896.75","2,130.61","11,732.29",196.159,212.386,257.869,"3,307.23","3,136.15",146.201,"2,629.53",72.372,"3,772.91",434.97,"7,437.02","5,304.03","1,151.39","2,762.12"
5-Sep-18,802.491,"1,315.23","1,606.34","1,695.81","9,504.64",568.648,"1,879.73","2,112.00","11,437.44",195.354,210.794,258.879,"3,273.07","3,116.45",144.433,"2,604.61",71.122,"3,712.62",433.682,"7,414.56","5,268.90","1,150.88","2,753.17"
6-Sep-18,795.58,"1,297.46","1,597.69","1,689.80","9,528.37",566.088,"1,876.46","2,098.89","11,294.55",195.304,209.421,258.563,"3,270.19","3,080.32",141.417,"2,618.33",70.289,"3,707.81",429.279,"7,385.14","5,261.27","1,140.18","2,743.03"
7-Sep-18,786.311,"1,300.46","1,593.20","1,692.83","9,495.06",566.206,"1,872.79","2,093.50","11,258.97",192.452,208.546,256.551,"3,248.45","3,065.69",140.495,"2,601.34",69.74,"3,680.16",425.498,"7,354.70","5,278.17","1,134.46","2,736.61"
10-Sep-18,783.082,"1,308.30","1,602.30","1,687.84","9,517.60",568.352,"1,882.76","2,101.07","11,088.98",193.078,208.279,263.054,"3,254.51","3,079.51",138.815,"2,633.46",70.34,"3,659.66",431.16,"7,403.83","5,301.00","1,140.94","2,742.23"
11-Sep-18,784.975,"1,304.59","1,591.53","1,693.99","9,444.15",566.351,"1,884.42","2,094.93","11,048.66",193.281,210.515,261.958,"3,269.72","3,059.54",141.957,"2,649.68",69.95,"3,653.60",431.411,"7,364.20","5,289.39","1,138.34","2,752.27"
12-Sep-18,789.534,"1,327.36","1,595.97","1,704.40","9,538.45",567.512,"1,906.89","2,111.51","11,107.44",192.311,211.313,264.576,"3,263.95","3,059.19",142.263,"2,686.36",70.953,"3,677.42",433.325,"7,422.17","5,334.24","1,147.13","2,753.63"
13-Sep-18,787.992,"1,340.69","1,609.82","1,702.05","9,558.65",570.328,"1,913.05","2,122.02","11,319.43",193.88,213.437,263.954,"3,282.47","3,082.13",143.72,"2,698.78",70.826,"3,696.21",437.063,"7,455.12","5,351.38","1,148.17","2,768.01"
14-Sep-18,792.088,"1,348.52","1,615.10","1,698.96","9,488.77",575.187,"1,919.91","2,133.79","11,457.27",193.812,215.356,263.944,"3,311.24","3,085.05",143.677,"2,697.13",70.689,"3,734.35",438.267,"7,457.07","5,369.65","1,150.40","2,769.10"
17-Sep-18,794.302,"1,352.06","1,620.80","1,707.31","9,424.25",576.121,"1,922.57","2,133.16","11,383.57",194.949,218.461,267.516,"3,315.67","3,085.29",144.342,"2,731.23",70.967,"3,706.41",440.89,"7,560.25","5,367.22","1,156.84","2,752.44"
18-Sep-18,795.071,"1,364.46","1,632.30","1,725.98","9,463.58",579.236,"1,929.61","2,144.99","11,481.10",196.558,221.09,269.232,"3,362.13","3,096.99",145.139,"2,753.45",70.685,"3,705.23",443.184,"7,508.46","5,356.60","1,156.57","2,767.04"
19-Sep-18,805.085,"1,381.06","1,631.09","1,726.94","9,402.46",577.011,"1,932.25","2,147.83","11,562.01",196.392,221.006,269.113,"3,411.59","3,084.65",146.359,"2,741.73",70.404,"3,744.72",444.214,"7,563.27","5,334.18","1,162.10","2,769.70"
20-Sep-18,803.8,"1,390.70","1,659.96","1,740.80","9,519.16",581.85,"1,964.20","2,177.18","11,533.61",197.849,221.692,272.321,"3,412.06","3,133.64",147.042,"2,749.07",70.714,"3,764.95",452.445,"7,725.10","5,408.52","1,176.90","2,791.44"
21-Sep-18,808.633,"1,385.50","1,660.33","1,741.18","9,554.66",589.301,"1,979.45","2,194.94","11,735.71",197.013,220.355,274.515,"3,438.19","3,148.51",148.116,"2,775.27",70.863,"3,822.68",453.062,"7,796.85","5,420.55","1,182.76","2,789.93"
24-Sep-18,805.974,"1,387.36","1,652.49","1,736.84","9,512.11",588.433,"1,977.68","2,184.46","11,555.07",194.683,219.145,272.414,"3,438.19","3,130.08",146.654,"2,811.75",71.889,"3,823.90",450.468,"7,771.92","5,378.86","1,181.78","2,780.45"
25-Sep-18,804.519,"1,399.30","1,652.80","1,727.68","9,618.23",591.022,"1,977.85","2,186.27","11,559.75",193.492,217.157,276.345,"3,456.51","3,132.07",146.569,"2,869.70",72.465,"3,845.22",450.057,"7,783.14","5,398.47","1,192.13","2,777.60"
26-Sep-18,805.554,"1,390.23","1,641.74","1,727.80","9,558.47",585.874,"1,982.86","2,181.07","11,657.81",193.905,213.693,275.226,"3,448.28","3,120.94",146.358,"2,843.51",71.863,"3,850.79",450.203,"7,758.72","5,408.73","1,194.59","2,768.12"
27-Sep-18,798.818,"1,386.21","1,621.89","1,720.50","9,501.41",590.965,"1,980.22","2,175.98","11,638.19",193.019,210.665,272.108,"3,403.59","3,114.71",144.075,"2,836.97",71.73,"3,846.38",447.878,"7,821.57","5,385.34","1,193.80","2,775.70"
28-Sep-18,804.618,"1,356.92","1,597.36","1,722.67","9,441.81",580.556,"1,953.90","2,134.70","11,631.56",189.978,210.497,260.744,"3,429.64","3,070.22",145.251,"2,822.04",70.582,"3,873.85",438.043,"7,697.72","5,369.39","1,181.28","2,775.55"
1-Oct-18,797.854,"1,360.39","1,595.32","1,741.09","9,409.65",576.075,"1,953.43","2,145.70","11,635.43",189.683,210.287,258.54,"3,421.44","3,077.61",144.532,"2,821.49",69.263,"3,855.03",437.829,"7,677.05","5,354.46","1,179.18","2,785.13"
2-Oct-18,789.697,"1,357.06","1,581.41","1,731.19","9,401.02",569.902,"1,934.97","2,130.82","11,360.75",188.213,210.734,257.313,"3,444.52","3,051.87",144.338,"2,818.15",69.342,"3,822.35",432.193,"7,593.91","5,330.41","1,170.50","2,783.88"
3-Oct-18,786.899,"1,358.64","1,613.51","1,737.76","9,366.27",569.2,"1,940.66","2,127.60","11,321.61",190.18,211.513,259.079,"3,391.22","3,064.57",142.19,"2,786.12",69.324,"3,844.51",434.476,"7,622.65","5,349.14","1,177.97","2,786.26"
4-Oct-18,784.847,"1,372.92","1,595.49","1,725.43","8,941.31",566.291,"1,909.60","2,114.60","11,147.92",187.907,210.902,257.322,"3,398.26","3,001.52",139.853,"2,745.75",68.998,"3,799.52",432.202,"7,527.95","5,281.33","1,166.11","2,762.36"
5-Oct-18,783.712,"1,360.54","1,584.55","1,711.47","8,910.73",558.614,"1,891.46","2,090.15","11,092.64",186.754,210.146,254.121,"3,382.99","2,984.96",138.311,"2,733.36",68.26,"3,768.07",429.04,"7,432.88","5,239.05","1,154.65","2,746.26"
8-Oct-18,773.254,"1,352.51","1,568.70","1,705.93","8,682.85",552.105,"1,864.86","2,053.63","10,985.76",184.552,206.905,247.46,"3,401.83","2,941.91",136.965,"2,709.03",67.262,"3,725.52",425.295,"7,331.52","5,184.27","1,140.54","2,744.01"
9-Oct-18,767.17,"1,350.89","1,570.08","1,697.51","8,661.45",550.039,"1,868.23","2,056.91","10,991.06",182.532,207.041,250.248,"3,344.17","2,948.39",135.561,"2,721.78",67.343,"3,703.58",427.81,"7,334.82","5,181.85","1,143.66","2,739.78"
10-Oct-18,771.395,"1,331.73","1,552.07","1,655.97","8,543.36",540.015,"1,837.03","2,021.85","10,981.61",178.479,203.933,247.592,"3,360.50","2,911.03",135.598,"2,729.50",67.388,"3,669.69",426.471,"7,211.23","5,150.63","1,139.61","2,649.79"
11-Oct-18,751.301,"1,318.12","1,524.76","1,620.66","8,480.29",528.895,"1,807.78","1,996.16","10,620.57",174.361,201.155,243.539,"3,254.66","2,868.59",129.738,"2,652.43",65.922,"3,592.84",420.171,"7,085.75","5,013.29","1,118.29","2,595.59"
12-Oct-18,752.874,"1,315.77","1,523.12","1,633.32","8,601.52",531.623,"1,805.34","1,994.51","10,779.57",176.362,204.309,242.136,"3,258.89","2,867.04",133.276,"2,674.29",65.493,"3,617.63",414.973,"7,063.79","5,014.37","1,111.83","2,632.72"
15-Oct-18,748.261,"1,334.30","1,525.56","1,636.01","8,605.25",531.511,"1,807.78","2,012.29","10,692.22",177.977,203.859,243.124,"3,217.45","2,884.11",133.862,"2,686.51",65.544,"3,595.49",417.705,"7,080.97","5,031.02","1,115.02","2,617.59"
16-Oct-18,751.545,"1,351.38","1,550.48","1,660.88","8,770.49",544.789,"1,836.62","2,043.62","10,628.26",182.834,207.244,248.599,"3,234.35","2,936.34",133.702,"2,713.90",65.923,"3,591.96",424.215,"7,199.83","5,104.62","1,125.35","2,674.04"
17-Oct-18,758.721,"1,350.12","1,534.30","1,647.68","8,760.25",537.506,"1,820.58","2,024.74","10,632.67",178.923,204.26,244.078,"3,284.55","2,933.63",135.639,"2,695.09",65.959,"3,634.81",418.805,"7,124.43","5,062.83","1,117.71","2,672.75"
18-Oct-18,759.931,"1,332.09","1,521.08","1,629.93","8,821.73",531.933,"1,805.42","1,998.97","10,697.47",173.927,203.987,239.253,"3,255.14","2,896.36",135.305,"2,642.62",65.838,"3,619.64",412.134,"7,075.74","5,064.55","1,108.75","2,633.89"
19-Oct-18,759.848,"1,311.45","1,516.18","1,628.10","8,759.08",531.671,"1,795.47","1,993.00","10,741.64",170.709,204.317,239.601,"3,232.71","2,905.53",134.174,"2,684.31",66.134,"3,611.97",413.436,"7,001.25","5,113.28","1,110.69","2,632.01"
22-Oct-18,750.821,"1,307.16","1,510.99","1,624.97","8,694.68",528.269,"1,780.30","1,982.84","10,946.07",170.809,205.131,237.711,"3,225.92","2,861.49",133.411,"2,626.69",65.708,"3,623.52",408.631,"6,976.41","5,110.49","1,103.57","2,620.92"
23-Oct-18,739.654,"1,265.44","1,472.29","1,610.62","8,457.55",512.113,"1,747.76","1,936.88","10,607.32",167.665,202.832,235.717,"3,163.86","2,827.66",130.499,"2,566.16",64.322,"3,569.58",404.418,"6,859.23","5,055.52","1,090.35","2,606.84"
24-Oct-18,740.188,"1,219.50","1,470.26","1,581.47","8,444.89",505.548,"1,734.61","1,912.06","10,563.02",166.179,197.3,231.135,"3,150.99","2,783.88",129.749,"2,569.50",64.156,"3,574.94",399.507,"6,782.18","5,021.80","1,086.50","2,525.66"
25-Oct-18,719.231,"1,226.89","1,402.96","1,574.59","8,301.25",509.372,"1,759.07","1,931.83","10,445.22",168.589,197.138,235.045,"3,057.39","2,820.61",128.346,"2,574.67",64.074,"3,556.65",404.007,"6,790.92","5,000.67","1,083.71","2,573.00"
26-Oct-18,720.009,"1,225.92","1,404.83","1,568.59","8,270.09",520.114,"1,735.75","1,913.70","10,372.74",168.537,194.8,233.362,"3,083.56","2,785.50",128.418,"2,533.48",63.253,"3,494.74",401.607,"6,678.96","4,997.56","1,073.96","2,528.58"
29-Oct-18,728.517,"1,234.99","1,420.99","1,551.50","8,474.74",520.202,"1,746.32","1,939.17","10,383.40",171.026,194.752,237.699,"3,045.04","2,793.90",130.062,"2,564.25",63.596,"3,499.90",406.621,"6,756.38","5,034.79","1,086.10","2,511.52"
30-Oct-18,742.29,"1,242.47","1,405.18","1,570.66","8,424.29",518.989,"1,738.79","1,930.07","10,239.26",173.047,195.186,236.629,"3,076.30","2,809.06",131.683,"2,545.33",63.756,"3,474.44",404.737,"6,798.63","5,069.78","1,080.74","2,551.09"
31-Oct-18,743.418,"1,271.44","1,410.77","1,584.71","8,517.51",525.081,"1,769.98","1,954.45","10,333.23",174.445,197.823,236.301,"3,139.01","2,831.02",132.946,"2,593.25",63.667,"3,539.11",407.272,"6,921.26","5,157.63","1,098.58","2,579.96"
1-Nov-18,754.613,"1,278.91","1,440.61","1,598.42","8,695.47",525.932,"1,778.99","1,971.71","10,520.45",175.766,207.11,239.168,"3,110.67","2,893.79",137.489,"2,595.49",63.55,"3,610.60",412.623,"6,946.57","5,169.05","1,113.55","2,608.87"
2-Nov-18,756.837,"1,284.01","1,438.34","1,597.73","8,708.60",533.206,"1,782.88","1,980.98","10,959.86",177.378,206.052,241.17,"3,154.78","2,900.60",137.53,"2,591.14",62.708,"3,688.19",414.252,"7,035.31","5,152.81","1,108.98","2,591.85"
5-Nov-18,754.715,"1,280.17","1,434.73","1,608.63","8,626.84",532.915,"1,783.74","1,977.80","10,696.03",176.458,207.337,240.667,"3,114.37","2,896.89",136.461,"2,616.29",63.273,"3,612.22",415.76,"6,977.47","5,149.86","1,115.53","2,604.60"
6-Nov-18,764.376,"1,272.18","1,427.09","1,613.05","8,663.04",532.046,"1,778.70","1,976.08","10,765.09",174.408,209.723,240.725,"3,148.88","2,909.54",137.424,"2,608.43",63.398,"3,615.77",415.229,"6,966.86","5,148.08","1,111.13","2,620.68"
7-Nov-18,772.224,"1,290.70","1,454.23","1,622.06","8,863.51",540.493,"1,810.06","2,000.38","10,823.80",178.511,214.597,245.611,"3,133.01","2,961.02",139.993,"2,636.02",63.776,"3,637.36",424.983,"7,033.12","5,200.15","1,127.31","2,675.51"
8-Nov-18,776.937,"1,295.67","1,439.95","1,623.00","8,917.54",538.619,"1,800.93","1,982.84","10,825.38",176.223,216.161,243.182,"3,175.95","2,948.60",140.814,"2,624.33",64.049,"3,649.36",424.092,"7,036.23","5,204.25","1,130.74","2,667.73"
9-Nov-18,771.953,"1,276.76","1,433.50","1,602.87","8,865.88",529.14,"1,781.33","1,968.46","10,632.98",173.331,215.302,239.258,"3,157.82","2,939.86",140.28,"2,573.56",62.684,"3,610.74",418.586,"6,943.62","5,186.57","1,117.06","2,642.69"
12-Nov-18,769.351,"1,244.98","1,407.50","1,587.94","8,776.88",522.459,"1,748.74","1,917.61","10,690.76",170.569,213.75,235.107,"3,157.74","2,886.08",140.351,"2,570.18",62.023,"3,580.35",412.188,"6,826.73","5,113.54","1,095.46","2,590.23"
