日付,感染者数1日,感染者数累計,死者数1日,死者数累計,平均気温,月,火,水,木,金,土,日,曜日
2021/5/8,1121,145562,6,1915,19.5,0,0,0,0,0,1,0,土
2021/5/9,1032,146594,3,1918,23,0,0,0,0,0,0,1,日
2021/5/10,573,147167,2,1920,20.2,1,0,0,0,0,0,0,月
2021/5/11,925,148092,3,1923,17.5,0,1,0,0,0,0,0,火
2021/5/12,969,149061,8,1931,17.9,0,0,1,0,0,0,0,水
2021/5/13,1010,150071,7,1938,16.1,0,0,0,1,0,0,0,木
2021/5/14,854,150925,2,1940,20.8,0,0,0,0,1,0,0,金
2021/5/15,772,151697,11,1951,21.2,0,0,0,0,0,1,0,土
2021/5/16,542,152239,0,1951,20,0,0,0,0,0,0,1,日
2021/5/17,419,152658,7,1958,23,1,0,0,0,0,0,0,月
2021/5/18,732,153390,11,1969,20.5,0,1,0,0,0,0,0,火
2021/5/19,766,154156,15,1984,17.2,0,0,1,0,0,0,0,水
2021/5/20,843,154999,13,1997,19.1,0,0,0,1,0,0,0,木
2021/5/21,649,155648,13,2010,21.7,0,0,0,0,1,0,0,金
2021/5/22,602,156250,5,2015,20,0,0,0,0,0,1,0,土
2021/5/23,535,156785,2,2017,19.6,0,0,0,0,0,0,1,日
2021/5/24,340,157125,0,2017,22.1,1,0,0,0,0,0,0,月
2021/5/25,542,157667,9,2026,22.4,0,1,0,0,0,0,0,火
2021/5/26,743,158410,5,2031,21.1,0,0,1,0,0,0,0,水
2021/5/27,684,159094,11,2042,16.9,0,0,0,1,0,0,0,木
2021/5/28,614,159708,6,2048,20.5,0,0,0,0,1,0,0,金
2021/5/29,539,160247,6,2054,22.8,0,0,0,0,0,1,0,土
2021/5/30,448,160695,0,2054,21.2,0,0,0,0,0,0,1,日
2021/5/31,260,160955,1,2055,20.6,1,0,0,0,0,0,0,月
2021/6/1,471,161426,7,2062,20.1,0,1,0,0,0,0,0,火
2021/6/2,487,161913,13,2075,22,0,0,1,0,0,0,0,水
2021/6/3,508,162421,16,2091,22.1,0,0,0,1,0,0,0,木
2021/6/4,472,162893,4,2095,21,0,0,0,0,1,0,0,金
2021/6/5,436,163329,8,2103,22.1,0,0,0,0,0,1,0,土
2021/6/6,351,163680,5,2108,21.7,0,0,0,0,0,0,1,日
2021/6/7,235,163915,3,2111,23.4,1,0,0,0,0,0,0,月
2021/6/8,369,164284,10,2121,24.8,0,1,0,0,0,0,0,火
2021/6/9,440,164724,7,2128,24.5,0,0,1,0,0,0,0,水
2021/6/10,439,165163,6,2134,24.1,0,0,0,1,0,0,0,木
2021/6/11,435,165598,8,2142,23.7,0,0,0,0,1,0,0,金
2021/6/12,467,166065,8,2150,23.3,0,0,0,0,0,1,0,土
2021/6/13,304,166369,6,2156,24.3,0,0,0,0,0,0,1,日
2021/6/14,209,166578,3,2159,21,1,0,0,0,0,0,0,月
2021/6/15,337,166915,12,2171,23.4,0,1,0,0,0,0,0,火
2021/6/16,501,167416,12,2183,22.2,0,0,1,0,0,0,0,水
2021/6/17,452,167868,7,2190,21.8,0,0,0,1,0,0,0,木
2021/6/18,453,168321,2,2192,22.8,0,0,0,0,1,0,0,金
2021/6/19,388,168709,4,2196,20.3,0,0,0,0,0,1,0,土
2021/6/20,376,169085,1,2197,22.8,0,0,0,0,0,0,1,日
2021/6/21,236,169321,1,2198,22.9,1,0,0,0,0,0,0,月
2021/6/22,435,169756,5,2203,23.1,0,1,0,0,0,0,0,火
2021/6/23,619,170375,10,2213,22,0,0,1,0,0,0,0,水
2021/6/24,570,170945,3,2216,22.8,0,0,0,1,0,0,0,木
2021/6/25,562,171507,2,2218,23.3,0,0,0,0,1,0,0,金
2021/6/26,534,172041,4,2222,24.2,0,0,0,0,0,1,0,土
2021/6/27,386,172427,1,2223,23.7,0,0,0,0,0,0,1,日
