日付,感染者数1日,ラグ変数,感染者数累計,死者数1日,死者数累計,平均気温,月,火,水,木,金,土,日,曜日,平日休日
2021/4/27,828,425,136426,3,1879,14.6,0,1,0,0,0,0,0,火,平日
2021/4/28,925,828,137351,1,1880,18.2,0,0,1,0,0,0,0,水,平日
2021/4/29,1027,925,138378,9,1889,17.2,0,0,0,1,0,0,0,木,平日
2021/4/30,698,1027,139076,2,1891,18.8,0,0,0,0,1,0,0,金,平日
2021/5/1,1050,698,140126,6,1897,17.7,0,0,0,0,0,1,0,土,休日
2021/5/2,879,1050,141005,1,1898,16.3,0,0,0,0,0,0,1,日,休日
2021/5/3,708,879,141713,0,1898,16.4,1,0,0,0,0,0,0,月,平日
2021/5/4,609,708,142322,1,1899,18,0,1,0,0,0,0,0,火,平日
2021/5/5,621,609,142943,0,1899,18.3,0,0,1,0,0,0,0,水,平日
2021/5/6,591,621,143534,4,1903,18.5,0,0,0,1,0,0,0,木,平日
2021/5/7,907,591,144441,6,1909,17.5,0,0,0,0,1,0,0,金,平日
2021/5/8,1121,907,145562,6,1915,19.5,0,0,0,0,0,1,0,土,休日
2021/5/9,1032,1121,146594,3,1918,23,0,0,0,0,0,0,1,日,休日
2021/5/10,573,1032,147167,2,1920,20.2,1,0,0,0,0,0,0,月,平日
2021/5/11,925,573,148092,3,1923,17.5,0,1,0,0,0,0,0,火,平日
2021/5/12,969,925,149061,8,1931,17.9,0,0,1,0,0,0,0,水,平日
2021/5/13,1010,969,150071,7,1938,16.1,0,0,0,1,0,0,0,木,平日
2021/5/14,854,1010,150925,2,1940,20.8,0,0,0,0,1,0,0,金,平日
2021/5/15,772,854,151697,11,1951,21.2,0,0,0,0,0,1,0,土,休日
2021/5/16,542,772,152239,0,1951,20,0,0,0,0,0,0,1,日,休日
2021/5/17,419,542,152658,7,1958,23,1,0,0,0,0,0,0,月,平日
2021/5/18,732,419,153390,11,1969,20.5,0,1,0,0,0,0,0,火,平日
2021/5/19,766,732,154156,15,1984,17.2,0,0,1,0,0,0,0,水,平日
2021/5/20,843,766,154999,13,1997,19.1,0,0,0,1,0,0,0,木,平日
2021/5/21,649,843,155648,13,2010,21.7,0,0,0,0,1,0,0,金,平日
2021/5/22,602,649,156250,5,2015,20,0,0,0,0,0,1,0,土,休日
2021/5/23,535,602,156785,2,2017,19.6,0,0,0,0,0,0,1,日,休日
2021/5/24,340,535,157125,0,2017,22.1,1,0,0,0,0,0,0,月,平日
2021/5/25,542,340,157667,9,2026,22.4,0,1,0,0,0,0,0,火,平日
2021/5/26,743,542,158410,5,2031,21.1,0,0,1,0,0,0,0,水,平日
2021/5/27,684,743,159094,11,2042,16.9,0,0,0,1,0,0,0,木,平日
2021/5/28,614,684,159708,6,2048,20.5,0,0,0,0,1,0,0,金,平日
2021/5/29,539,614,160247,6,2054,22.8,0,0,0,0,0,1,0,土,休日
2021/5/30,448,539,160695,0,2054,21.2,0,0,0,0,0,0,1,日,休日
2021/5/31,260,448,160955,1,2055,20.6,1,0,0,0,0,0,0,月,平日
2021/6/1,471,260,161426,7,2062,20.1,0,1,0,0,0,0,0,火,平日
2021/6/2,487,471,161913,13,2075,22,0,0,1,0,0,0,0,水,平日
2021/6/3,508,487,162421,16,2091,22.1,0,0,0,1,0,0,0,木,平日
2021/6/4,472,508,162893,4,2095,21,0,0,0,0,1,0,0,金,平日
2021/6/5,436,472,163329,8,2103,22.1,0,0,0,0,0,1,0,土,休日
2021/6/6,351,436,163680,5,2108,21.7,0,0,0,0,0,0,1,日,休日
2021/6/7,235,351,163915,3,2111,23.4,1,0,0,0,0,0,0,月,平日
2021/6/8,369,235,164284,10,2121,24.8,0,1,0,0,0,0,0,火,平日
2021/6/9,440,369,164724,7,2128,24.5,0,0,1,0,0,0,0,水,平日
2021/6/10,439,440,165163,6,2134,24.1,0,0,0,1,0,0,0,木,平日
2021/6/11,435,439,165598,8,2142,23.7,0,0,0,0,1,0,0,金,平日
2021/6/12,467,435,166065,8,2150,23.3,0,0,0,0,0,1,0,土,休日
2021/6/13,304,467,166369,6,2156,24.3,0,0,0,0,0,0,1,日,休日
2021/6/14,209,304,166578,3,2159,21,1,0,0,0,0,0,0,月,平日
2021/6/15,337,209,166915,12,2171,23.4,0,1,0,0,0,0,0,火,平日
2021/6/16,501,337,167416,12,2183,22.2,0,0,1,0,0,0,0,水,平日
2021/6/17,452,501,167868,7,2190,21.8,0,0,0,1,0,0,0,木,平日
2021/6/18,453,452,168321,2,2192,22.8,0,0,0,0,1,0,0,金,平日
2021/6/19,388,453,168709,4,2196,20.3,0,0,0,0,0,1,0,土,休日
2021/6/20,376,388,169085,1,2197,22.8,0,0,0,0,0,0,1,日,休日
2021/6/21,236,376,169321,1,2198,22.9,1,0,0,0,0,0,0,月,平日
2021/6/22,435,236,169756,5,2203,23.1,0,1,0,0,0,0,0,火,平日
2021/6/23,619,435,170375,10,2213,22,0,0,1,0,0,0,0,水,平日
2021/6/24,570,619,170945,3,2216,22.8,0,0,0,1,0,0,0,木,平日
2021/6/25,562,570,171507,2,2218,23.3,0,0,0,0,1,0,0,金,平日
2021/6/26,534,562,172041,4,2222,24.2,0,0,0,0,0,1,0,土,休日
2021/6/27,386,534,172427,1,2223,23.7,0,0,0,0,0,0,1,日,休日
